busdate,yy,mm,dd,dong_id,guest_cnt,ww,hh,g_cnt,wd
2022-03-03,2022,3,3,1123068,4158,3,5,35,0
2022-03-03,2022,3,3,1123066,12451,3,5,114,0
2022-03-03,2022,3,3,1123064,38588,3,5,289,0
2022-03-03,2022,3,3,1123063,11783,3,5,81,0
2022-03-03,2022,3,3,1123060,12279,3,5,65,0
2022-03-03,2022,3,3,1123058,21655,3,5,231,0
2022-03-03,2022,3,3,1123052,18816,3,5,174,0
2022-03-03,2022,3,3,1123067,7719,3,5,24,0
2022-03-03,2022,3,3,1123059,12428,3,5,70,0
2022-03-03,2022,3,3,1123077,20889,3,5,309,0
2022-03-03,2022,3,3,1123075,13558,3,5,100,0
2022-03-03,2022,3,3,1123074,3354,3,5,40,0
2022-03-03,2022,3,3,1123073,3636,3,5,31,0
2022-03-03,2022,3,3,1123072,7830,3,5,52,0
2022-03-04,2022,3,4,1123053,13139,4,5,78,0
2022-03-04,2022,3,4,1123080,6308,4,5,43,0
2022-03-04,2022,3,4,1123071,6728,4,5,52,0
2022-03-04,2022,3,4,1123065,16812,4,5,137,0
2022-03-04,2022,3,4,1123051,12757,4,5,124,0
2022-03-04,2022,3,4,1123076,16790,4,5,281,0
2022-03-04,2022,3,4,1123068,4491,4,5,29,0
2022-03-04,2022,3,4,1123066,12411,4,5,117,0
2022-03-04,2022,3,4,1123064,39329,4,5,285,0
2022-03-04,2022,3,4,1123063,12013,4,5,86,0
2022-03-04,2022,3,4,1123060,12680,4,5,59,0
2022-03-04,2022,3,4,1123058,21393,4,5,236,0
2022-03-04,2022,3,4,1123052,18877,4,5,178,0
2022-03-04,2022,3,4,1123067,7866,4,5,26,0
2022-03-04,2022,3,4,1123059,12426,4,5,66,0
2022-03-04,2022,3,4,1123079,17077,4,5,76,0
2022-03-04,2022,3,4,1123078,20427,4,5,202,0
2022-03-04,2022,3,4,1123077,22024,4,5,325,0
2022-03-04,2022,3,4,1123075,14220,4,5,83,0
2022-03-04,2022,3,4,1123074,3329,4,5,35,0
2022-03-04,2022,3,4,1123073,3602,4,5,38,0
2022-03-04,2022,3,4,1123072,8110,4,5,43,0
2022-03-05,2022,3,5,1123080,4120,5,5,32,1
2022-03-05,2022,3,5,1123071,3800,5,5,18,1
2022-03-05,2022,3,5,1123065,9207,5,5,67,1
2022-03-05,2022,3,5,1123051,9875,5,5,49,1
2022-03-05,2022,3,5,1123076,10048,5,5,150,1
2022-03-05,2022,3,5,1123068,2586,5,5,14,1
2022-03-05,2022,3,5,1123066,6982,5,5,54,1
2022-03-05,2022,3,5,1123064,25169,5,5,184,1
2022-03-05,2022,3,5,1123063,8791,5,5,41,1
2022-03-05,2022,3,5,1123060,10316,5,5,45,1
2022-03-05,2022,3,5,1123058,12300,5,5,120,1
2022-03-05,2022,3,5,1123052,12050,5,5,115,1
2022-03-05,2022,3,5,1123067,4506,5,5,17,1
2022-03-05,2022,3,5,1123059,6207,5,5,52,1
2022-03-05,2022,3,5,1123079,11283,5,5,54,1
2022-03-05,2022,3,5,1123078,12969,5,5,130,1
2022-03-05,2022,3,5,1123077,17062,5,5,180,1
2022-03-05,2022,3,5,1123075,8327,5,5,52,1
2022-03-05,2022,3,5,1123074,2190,5,5,16,1
2022-03-05,2022,3,5,1123073,2415,5,5,31,1
2022-03-05,2022,3,5,1123072,4692,5,5,21,1
2022-03-05,2022,3,5,1123053,7127,5,5,56,1
2022-03-06,2022,3,6,1123066,4740,6,5,41,1
2022-03-06,2022,3,6,1123064,15754,6,5,112,1
2022-03-06,2022,3,6,1123063,6010,6,5,42,1
2022-03-06,2022,3,6,1123060,7201,6,5,16,1
2022-03-06,2022,3,6,1123058,8793,6,5,68,1
2022-03-06,2022,3,6,1123052,7350,6,5,84,1
2022-03-06,2022,3,6,1123067,3214,6,5,13,1
2022-03-06,2022,3,6,1123059,3670,6,5,36,1
2022-03-06,2022,3,6,1123079,7967,6,5,32,1
2022-03-06,2022,3,6,1123078,7864,6,5,63,1
2022-03-06,2022,3,6,1123077,10627,6,5,103,1
2022-03-06,2022,3,6,1123075,6104,6,5,29,1
2022-03-06,2022,3,6,1123074,1557,6,5,6,1
2022-03-06,2022,3,6,1123073,1611,6,5,13,1
2022-03-06,2022,3,6,1123072,3502,6,5,15,1
2022-03-06,2022,3,6,1123053,4251,6,5,45,1
2022-03-06,2022,3,6,1123080,2730,6,5,12,1
2022-03-06,2022,3,6,1123071,2531,6,5,11,1
2022-03-06,2022,3,6,1123065,6091,6,5,48,1
2022-03-06,2022,3,6,1123051,6296,6,5,46,1
2022-03-06,2022,3,6,1123076,6595,6,5,70,1
2022-03-06,2022,3,6,1123068,1467,6,5,9,1
2022-03-07,2022,3,7,1123071,6399,0,5,53,0
2022-03-07,2022,3,7,1123065,16292,0,5,126,0
2022-03-07,2022,3,7,1123051,11566,0,5,93,0
2022-03-07,2022,3,7,1123076,16061,0,5,270,0
2022-03-07,2022,3,7,1123068,4316,0,5,38,0
2022-03-07,2022,3,7,1123066,12173,0,5,113,0
2022-03-07,2022,3,7,1123064,38081,0,5,240,0
2022-03-07,2022,3,7,1123063,11345,0,5,86,0
2022-03-07,2022,3,7,1123060,11759,0,5,56,0
2022-03-07,2022,3,7,1123058,20677,0,5,237,0
2022-03-07,2022,3,7,1123052,18223,0,5,180,0
2022-03-07,2022,3,7,1123067,7527,0,5,22,0
2022-03-07,2022,3,7,1123059,12323,0,5,61,0
2022-03-07,2022,3,7,1123079,16149,0,5,85,0
2022-03-07,2022,3,7,1123078,17974,0,5,183,0
2022-03-07,2022,3,7,1123077,19583,0,5,299,0
2022-03-07,2022,3,7,1123075,13486,0,5,82,0
2022-03-07,2022,3,7,1123074,3141,0,5,40,0
2022-03-07,2022,3,7,1123073,3515,0,5,35,0
2022-03-07,2022,3,7,1123072,7805,0,5,52,0
2022-03-07,2022,3,7,1123053,12571,0,5,74,0
2022-03-07,2022,3,7,1123080,5977,0,5,45,0
2022-03-08,2022,3,8,1123071,6362,1,5,52,0
2022-03-08,2022,3,8,1123065,16440,1,5,123,0
2022-03-08,2022,3,8,1123051,12234,1,5,115,0
2022-03-08,2022,3,8,1123076,16353,1,5,261,0
2022-03-08,2022,3,8,1123068,4121,1,5,29,0
2022-03-08,2022,3,8,1123066,12260,1,5,114,0
2022-03-08,2022,3,8,1123064,39777,1,5,244,0
2022-03-08,2022,3,8,1123063,11716,1,5,81,0
2022-03-08,2022,3,8,1123060,12135,1,5,63,0
2022-03-08,2022,3,8,1123058,21007,1,5,221,0
2022-03-08,2022,3,8,1123052,18868,1,5,182,0
2022-03-08,2022,3,8,1123067,7724,1,5,27,0
2022-03-08,2022,3,8,1123059,12140,1,5,71,0
2022-03-08,2022,3,8,1123079,16472,1,5,77,0
2022-03-08,2022,3,8,1123078,19169,1,5,188,0
2022-03-08,2022,3,8,1123077,21530,1,5,290,0
2022-03-08,2022,3,8,1123075,13416,1,5,79,0
2022-03-08,2022,3,8,1123074,3181,1,5,37,0
2022-03-08,2022,3,8,1123073,3541,1,5,27,0
2022-03-08,2022,3,8,1123072,7941,1,5,46,0
2022-03-08,2022,3,8,1123053,12981,1,5,78,0
2022-03-08,2022,3,8,1123080,6008,1,5,35,0
2022-03-09,2022,3,9,1123053,5542,2,5,42,1
2022-03-09,2022,3,9,1123080,3089,2,5,13,1
2022-03-09,2022,3,9,1123071,3129,2,5,19,1
2022-03-09,2022,3,9,1123065,7457,2,5,67,1
2022-03-09,2022,3,9,1123051,8209,2,5,36,1
2022-03-09,2022,3,9,1123076,8241,2,5,101,1
2022-03-09,2022,3,9,1123068,2070,2,5,14,1
2022-03-09,2022,3,9,1123066,5677,2,5,54,1
2022-03-09,2022,3,9,1123064,19525,2,5,138,1
2022-03-09,2022,3,9,1123063,6619,2,5,41,1
2022-03-09,2022,3,9,1123060,7962,2,5,31,1
2022-03-09,2022,3,9,1123058,10009,2,5,110,1
2022-03-09,2022,3,9,1123052,9552,2,5,114,1
2022-03-09,2022,3,9,1123067,3786,2,5,15,1
2022-03-09,2022,3,9,1123059,4862,2,5,48,1
2022-03-09,2022,3,9,1123079,8502,2,5,34,1
2022-03-09,2022,3,9,1123078,9803,2,5,100,1
2022-03-09,2022,3,9,1123077,13786,2,5,132,1
2022-03-09,2022,3,9,1123075,6983,2,5,47,1
2022-03-09,2022,3,9,1123074,1850,2,5,13,1
2022-03-09,2022,3,9,1123073,1868,2,5,15,1
2022-03-09,2022,3,9,1123072,4034,2,5,20,1
2022-03-10,2022,3,10,1123071,6175,3,5,40,0
2022-03-10,2022,3,10,1123065,16483,3,5,118,0
2022-03-10,2022,3,10,1123051,12006,3,5,103,0
2022-03-10,2022,3,10,1123076,15669,3,5,268,0
2022-03-10,2022,3,10,1123068,4072,3,5,32,0
2022-03-10,2022,3,10,1123066,12048,3,5,125,0
2022-03-10,2022,3,10,1123064,38455,3,5,261,0
2022-03-10,2022,3,10,1123063,11674,3,5,87,0
2022-03-10,2022,3,10,1123060,11804,3,5,59,0
2022-03-10,2022,3,10,1123058,21296,3,5,209,0
2022-03-10,2022,3,10,1123052,18531,3,5,187,0
2022-03-10,2022,3,10,1123067,7473,3,5,23,0
2022-03-10,2022,3,10,1123059,11969,3,5,62,0
2022-03-10,2022,3,10,1123079,16593,3,5,84,0
2022-03-10,2022,3,10,1123078,18939,3,5,190,0
2022-03-10,2022,3,10,1123077,20730,3,5,291,0
2022-03-10,2022,3,10,1123075,13450,3,5,93,0
2022-03-10,2022,3,10,1123074,3198,3,5,38,0
2022-03-10,2022,3,10,1123073,3423,3,5,31,0
2022-03-10,2022,3,10,1123072,7704,3,5,47,0
2022-03-10,2022,3,10,1123053,13010,3,5,71,0
2022-03-10,2022,3,10,1123080,5816,3,5,41,0
2022-03-11,2022,3,11,1123053,12894,4,5,89,0
2022-03-11,2022,3,11,1123080,5970,4,5,42,0
2022-03-11,2022,3,11,1123071,6298,4,5,34,0
2022-03-11,2022,3,11,1123065,16521,4,5,126,0
2022-03-11,2022,3,11,1123051,13054,4,5,114,0
2022-03-11,2022,3,11,1123076,16233,4,5,251,0
2022-03-11,2022,3,11,1123068,4359,4,5,34,0
2022-03-11,2022,3,11,1123066,12416,4,5,117,0
2022-03-11,2022,3,11,1123064,39827,4,5,276,0
2022-03-11,2022,3,11,1123063,11775,4,5,70,0
2022-03-11,2022,3,11,1123060,12352,4,5,60,0
2022-03-11,2022,3,11,1123058,21808,4,5,222,0
2022-03-11,2022,3,11,1123052,19176,4,5,201,0
2022-03-11,2022,3,11,1123067,7420,4,5,24,0
2022-03-11,2022,3,11,1123059,12157,4,5,75,0
2022-03-11,2022,3,11,1123079,16885,4,5,67,0
2022-03-11,2022,3,11,1123078,19733,4,5,182,0
2022-03-11,2022,3,11,1123077,21986,4,5,313,0
2022-03-11,2022,3,11,1123075,13944,4,5,80,0
2022-03-11,2022,3,11,1123074,3338,4,5,36,0
2022-03-11,2022,3,11,1123073,3534,4,5,37,0
2022-03-11,2022,3,11,1123072,7952,4,5,42,0
2022-03-12,2022,3,12,1123053,7201,5,5,62,1
2022-03-12,2022,3,12,1123080,3841,5,5,16,1
2022-03-12,2022,3,12,1123071,3743,5,5,15,1
2022-03-12,2022,3,12,1123065,9146,5,5,67,1
2022-03-12,2022,3,12,1123051,10533,5,5,68,1
2022-03-12,2022,3,12,1123076,9430,5,5,150,1
2022-03-12,2022,3,12,1123068,2539,5,5,11,1
2022-03-12,2022,3,12,1123066,6916,5,5,64,1
2022-03-12,2022,3,12,1123064,25828,5,5,195,1
2022-03-12,2022,3,12,1123063,8482,5,5,55,1
2022-03-12,2022,3,12,1123060,10423,5,5,32,1
2022-03-12,2022,3,12,1123058,12793,5,5,121,1
2022-03-12,2022,3,12,1123052,12568,5,5,141,1
2022-03-12,2022,3,12,1123067,4397,5,5,21,1
2022-03-12,2022,3,12,1123059,6053,5,5,45,1
2022-03-12,2022,3,12,1123079,10849,5,5,55,1
2022-03-12,2022,3,12,1123078,13251,5,5,134,1
2022-03-12,2022,3,12,1123077,17625,5,5,173,1
2022-03-12,2022,3,12,1123075,8505,5,5,53,1
2022-03-12,2022,3,12,1123074,2103,5,5,8,1
2022-03-12,2022,3,12,1123073,2335,5,5,28,1
2022-03-12,2022,3,12,1123072,4862,5,5,29,1
2022-03-13,2022,3,13,1123053,4143,6,5,40,1
2022-03-13,2022,3,13,1123080,2556,6,5,11,1
2022-03-13,2022,3,13,1123071,2378,6,5,11,1
2022-03-13,2022,3,13,1123065,5646,6,5,52,1
2022-03-13,2022,3,13,1123051,5702,6,5,25,1
2022-03-13,2022,3,13,1123076,6312,6,5,56,1
2022-03-13,2022,3,13,1123068,1442,6,5,11,1
2022-03-13,2022,3,13,1123066,4502,6,5,50,1
2022-03-13,2022,3,13,1123064,14722,6,5,99,1
2022-03-13,2022,3,13,1123063,6122,6,5,26,1
2022-03-13,2022,3,13,1123060,6910,6,5,33,1
2022-03-13,2022,3,13,1123058,9057,6,5,60,1
2022-03-13,2022,3,13,1123052,6870,6,5,72,1
2022-03-13,2022,3,13,1123067,2768,6,5,9,1
2022-03-13,2022,3,13,1123059,3642,6,5,28,1
2022-03-13,2022,3,13,1123079,7334,6,5,23,1
2022-03-13,2022,3,13,1123078,7277,6,5,69,1
2022-03-13,2022,3,13,1123077,9728,6,5,116,1
2022-03-13,2022,3,13,1123075,5823,6,5,25,1
2022-03-13,2022,3,13,1123074,1530,6,5,9,1
2022-03-13,2022,3,13,1123073,1550,6,5,11,1
2022-03-13,2022,3,13,1123072,3490,6,5,20,1
2022-03-14,2022,3,14,1123053,4143,0,5,40,0
2022-03-14,2022,3,14,1123080,2556,0,5,11,0
2022-03-14,2022,3,14,1123071,2378,0,5,11,0
2022-03-14,2022,3,14,1123065,5646,0,5,52,0
2022-03-14,2022,3,14,1123051,5702,0,5,25,0
2022-03-14,2022,3,14,1123076,6312,0,5,56,0
2022-03-14,2022,3,14,1123068,1442,0,5,11,0
2022-03-14,2022,3,14,1123066,4502,0,5,50,0
2022-03-14,2022,3,14,1123064,14722,0,5,99,0
2022-03-14,2022,3,14,1123063,6122,0,5,26,0
2022-03-14,2022,3,14,1123060,6910,0,5,33,0
2022-03-14,2022,3,14,1123058,9057,0,5,60,0
2022-03-14,2022,3,14,1123052,6870,0,5,72,0
2022-03-14,2022,3,14,1123067,2768,0,5,9,0
2022-03-14,2022,3,14,1123059,3642,0,5,28,0
2022-03-14,2022,3,14,1123079,7334,0,5,23,0
2022-03-14,2022,3,14,1123078,7277,0,5,69,0
2022-03-14,2022,3,14,1123077,9728,0,5,116,0
2022-03-14,2022,3,14,1123075,5823,0,5,25,0
2022-03-14,2022,3,14,1123074,1530,0,5,9,0
2022-03-14,2022,3,14,1123073,1550,0,5,11,0
2022-03-14,2022,3,14,1123072,3490,0,5,20,0
2022-03-15,2022,3,15,1123053,12677,1,5,92,0
2022-03-15,2022,3,15,1123080,6022,1,5,36,0
2022-03-15,2022,3,15,1123071,6250,1,5,42,0
2022-03-15,2022,3,15,1123065,16193,1,5,115,0
2022-03-15,2022,3,15,1123051,11908,1,5,99,0
2022-03-15,2022,3,15,1123076,15649,1,5,264,0
2022-03-15,2022,3,15,1123068,4202,1,5,37,0
2022-03-15,2022,3,15,1123066,12059,1,5,116,0
2022-03-15,2022,3,15,1123064,38555,1,5,279,0
2022-03-15,2022,3,15,1123063,11558,1,5,89,0
2022-03-15,2022,3,15,1123060,11820,1,5,59,0
2022-03-15,2022,3,15,1123058,20671,1,5,233,0
2022-03-15,2022,3,15,1123052,18409,1,5,184,0
2022-03-15,2022,3,15,1123067,7294,1,5,26,0
2022-03-15,2022,3,15,1123059,12112,1,5,78,0
2022-03-15,2022,3,15,1123079,16343,1,5,68,0
2022-03-15,2022,3,15,1123078,19017,1,5,199,0
2022-03-15,2022,3,15,1123077,20640,1,5,298,0
2022-03-15,2022,3,15,1123075,13271,1,5,79,0
2022-03-15,2022,3,15,1123074,3228,1,5,38,0
2022-03-15,2022,3,15,1123073,3489,1,5,32,0
2022-03-15,2022,3,15,1123072,7792,1,5,47,0
2022-03-16,2022,3,16,1123071,6152,2,5,46,0
2022-03-16,2022,3,16,1123065,16197,2,5,118,0
2022-03-16,2022,3,16,1123051,12100,2,5,99,0
2022-03-16,2022,3,16,1123076,15390,2,5,248,0
2022-03-16,2022,3,16,1123068,4158,2,5,25,0
2022-03-16,2022,3,16,1123066,12102,2,5,115,0
2022-03-16,2022,3,16,1123064,38042,2,5,274,0
2022-03-16,2022,3,16,1123063,11546,2,5,93,0
2022-03-16,2022,3,16,1123060,11363,2,5,51,0
2022-03-16,2022,3,16,1123058,20800,2,5,221,0
2022-03-16,2022,3,16,1123052,18474,2,5,168,0
2022-03-16,2022,3,16,1123067,7248,2,5,38,0
2022-03-16,2022,3,16,1123059,12178,2,5,67,0
2022-03-16,2022,3,16,1123079,16332,2,5,63,0
2022-03-16,2022,3,16,1123078,19070,2,5,180,0
2022-03-16,2022,3,16,1123077,20804,2,5,290,0
2022-03-16,2022,3,16,1123075,13320,2,5,90,0
2022-03-16,2022,3,16,1123074,3208,2,5,34,0
2022-03-16,2022,3,16,1123073,3416,2,5,28,0
2022-03-16,2022,3,16,1123072,7706,2,5,55,0
2022-03-16,2022,3,16,1123053,12661,2,5,84,0
2022-03-16,2022,3,16,1123080,5806,2,5,41,0
2022-03-17,2022,3,17,1123053,12698,3,5,77,0
2022-03-17,2022,3,17,1123080,5758,3,5,36,0
2022-03-17,2022,3,17,1123071,5995,3,5,42,0
2022-03-17,2022,3,17,1123065,16246,3,5,128,0
2022-03-17,2022,3,17,1123051,11625,3,5,107,0
2022-03-17,2022,3,17,1123076,15205,3,5,258,0
2022-03-17,2022,3,17,1123068,4106,3,5,29,0
2022-03-17,2022,3,17,1123066,11840,3,5,134,0
2022-03-17,2022,3,17,1123064,38056,3,5,280,0
2022-03-17,2022,3,17,1123063,11589,3,5,92,0
2022-03-17,2022,3,17,1123060,11805,3,5,60,0
2022-03-17,2022,3,17,1123058,20837,3,5,237,0
2022-03-17,2022,3,17,1123052,18013,3,5,183,0
2022-03-17,2022,3,17,1123067,7474,3,5,28,0
2022-03-17,2022,3,17,1123059,12135,3,5,83,0
2022-03-17,2022,3,17,1123079,16637,3,5,74,0
2022-03-17,2022,3,17,1123078,18979,3,5,205,0
2022-03-17,2022,3,17,1123077,20266,3,5,302,0
2022-03-17,2022,3,17,1123075,13126,3,5,80,0
2022-03-17,2022,3,17,1123074,3303,3,5,41,0
2022-03-17,2022,3,17,1123073,3456,3,5,29,0
2022-03-17,2022,3,17,1123072,7712,3,5,49,0
2022-03-18,2022,3,18,1123053,12786,4,5,83,0
2022-03-18,2022,3,18,1123080,6050,4,5,37,0
2022-03-18,2022,3,18,1123071,6205,4,5,42,0
2022-03-18,2022,3,18,1123065,16225,4,5,105,0
2022-03-18,2022,3,18,1123051,12560,4,5,118,0
2022-03-18,2022,3,18,1123076,15764,4,5,256,0
2022-03-18,2022,3,18,1123068,4147,4,5,22,0
2022-03-18,2022,3,18,1123066,11848,4,5,117,0
2022-03-18,2022,3,18,1123064,39314,4,5,275,0
2022-03-18,2022,3,18,1123063,11769,4,5,93,0
2022-03-18,2022,3,18,1123060,12210,4,5,55,0
2022-03-18,2022,3,18,1123058,20667,4,5,224,0
2022-03-18,2022,3,18,1123052,18601,4,5,166,0
2022-03-18,2022,3,18,1123067,7379,4,5,24,0
2022-03-18,2022,3,18,1123059,12029,4,5,82,0
2022-03-18,2022,3,18,1123079,17097,4,5,78,0
2022-03-18,2022,3,18,1123078,19253,4,5,180,0
2022-03-18,2022,3,18,1123077,21865,4,5,334,0
2022-03-18,2022,3,18,1123075,13652,4,5,78,0
2022-03-18,2022,3,18,1123074,3272,4,5,36,0
2022-03-18,2022,3,18,1123073,3484,4,5,33,0
2022-03-18,2022,3,18,1123072,7622,4,5,54,0
2022-03-19,2022,3,19,1123053,6958,5,5,57,1
2022-03-19,2022,3,19,1123080,3438,5,5,14,1
2022-03-19,2022,3,19,1123071,3464,5,5,19,1
2022-03-19,2022,3,19,1123065,8640,5,5,70,1
2022-03-19,2022,3,19,1123051,9296,5,5,49,1
2022-03-19,2022,3,19,1123076,8874,5,5,138,1
2022-03-19,2022,3,19,1123068,2202,5,5,12,1
2022-03-19,2022,3,19,1123066,6342,5,5,66,1
2022-03-19,2022,3,19,1123064,23954,5,5,170,1
2022-03-19,2022,3,19,1123063,8192,5,5,49,1
2022-03-19,2022,3,19,1123060,9705,5,5,40,1
2022-03-19,2022,3,19,1123058,11738,5,5,122,1
2022-03-19,2022,3,19,1123052,11293,5,5,109,1
2022-03-19,2022,3,19,1123067,4160,5,5,24,1
2022-03-19,2022,3,19,1123059,5633,5,5,48,1
2022-03-19,2022,3,19,1123079,10419,5,5,45,1
2022-03-19,2022,3,19,1123078,12334,5,5,115,1
2022-03-19,2022,3,19,1123077,16416,5,5,171,1
2022-03-19,2022,3,19,1123075,7655,5,5,44,1
2022-03-19,2022,3,19,1123074,1916,5,5,9,1
2022-03-19,2022,3,19,1123073,2132,5,5,17,1
2022-03-19,2022,3,19,1123072,4349,5,5,28,1
2022-03-20,2022,3,20,1123053,4378,6,5,43,1
2022-03-20,2022,3,20,1123080,2810,6,5,10,1
2022-03-20,2022,3,20,1123071,2516,6,5,13,1
2022-03-20,2022,3,20,1123065,6214,6,5,45,1
2022-03-20,2022,3,20,1123051,7173,6,5,34,1
2022-03-20,2022,3,20,1123076,6928,6,5,86,1
2022-03-20,2022,3,20,1123068,1602,6,5,12,1
2022-03-20,2022,3,20,1123066,4923,6,5,43,1
2022-03-20,2022,3,20,1123064,16650,6,5,102,1
2022-03-20,2022,3,20,1123063,6336,6,5,32,1
2022-03-20,2022,3,20,1123060,7462,6,5,24,1
2022-03-20,2022,3,20,1123058,9138,6,5,68,1
2022-03-20,2022,3,20,1123052,7696,6,5,83,1
2022-03-20,2022,3,20,1123067,3107,6,5,11,1
2022-03-20,2022,3,20,1123059,4018,6,5,41,1
2022-03-20,2022,3,20,1123079,8010,6,5,31,1
2022-03-20,2022,3,20,1123078,8393,6,5,80,1
2022-03-20,2022,3,20,1123077,11615,6,5,123,1
2022-03-20,2022,3,20,1123075,6345,6,5,32,1
2022-03-20,2022,3,20,1123074,1554,6,5,6,1
2022-03-20,2022,3,20,1123073,1595,6,5,10,1
2022-03-20,2022,3,20,1123072,3586,6,5,19,1
2022-03-21,2022,3,21,1123071,6424,0,5,42,0
2022-03-21,2022,3,21,1123065,16215,0,5,120,0
2022-03-21,2022,3,21,1123051,11527,0,5,95,0
2022-03-21,2022,3,21,1123076,15293,0,5,283,0
2022-03-21,2022,3,21,1123068,4209,0,5,30,0
2022-03-21,2022,3,21,1123066,12018,0,5,115,0
2022-03-21,2022,3,21,1123064,38296,0,5,249,0
2022-03-21,2022,3,21,1123063,11227,0,5,81,0
2022-03-21,2022,3,21,1123060,11898,0,5,70,0
2022-03-21,2022,3,21,1123058,20546,0,5,238,0
2022-03-21,2022,3,21,1123052,18011,0,5,162,0
2022-03-21,2022,3,21,1123067,7391,0,5,24,0
2022-03-21,2022,3,21,1123059,12293,0,5,73,0
2022-03-21,2022,3,21,1123079,16591,0,5,79,0
2022-03-21,2022,3,21,1123078,17842,0,5,182,0
2022-03-21,2022,3,21,1123077,19925,0,5,317,0
2022-03-21,2022,3,21,1123075,13356,0,5,84,0
2022-03-21,2022,3,21,1123074,3197,0,5,47,0
2022-03-21,2022,3,21,1123073,3439,0,5,36,0
2022-03-21,2022,3,21,1123072,7320,0,5,66,0
2022-03-21,2022,3,21,1123053,12325,0,5,73,0
2022-03-21,2022,3,21,1123080,5810,0,5,47,0
2022-03-22,2022,3,22,1123053,12752,1,5,76,0
2022-03-22,2022,3,22,1123080,5951,1,5,28,0
2022-03-22,2022,3,22,1123071,6317,1,5,48,0
2022-03-22,2022,3,22,1123065,16657,1,5,109,0
2022-03-22,2022,3,22,1123051,12509,1,5,104,0
2022-03-22,2022,3,22,1123076,15372,1,5,275,0
2022-03-22,2022,3,22,1123068,4193,1,5,29,0
2022-03-22,2022,3,22,1123066,12309,1,5,125,0
2022-03-22,2022,3,22,1123064,39375,1,5,265,0
2022-03-22,2022,3,22,1123063,11610,1,5,77,0
2022-03-22,2022,3,22,1123060,11737,1,5,56,0
2022-03-22,2022,3,22,1123058,21207,1,5,269,0
2022-03-22,2022,3,22,1123052,18877,1,5,162,0
2022-03-22,2022,3,22,1123067,7442,1,5,27,0
2022-03-22,2022,3,22,1123059,12389,1,5,90,0
2022-03-22,2022,3,22,1123079,16647,1,5,80,0
2022-03-22,2022,3,22,1123078,19370,1,5,194,0
2022-03-22,2022,3,22,1123077,21240,1,5,322,0
2022-03-22,2022,3,22,1123075,13316,1,5,75,0
2022-03-22,2022,3,22,1123074,3268,1,5,37,0
2022-03-22,2022,3,22,1123073,3500,1,5,30,0
2022-03-22,2022,3,22,1123072,7463,1,5,59,0
2022-03-23,2022,3,23,1123053,12883,2,5,97,0
2022-03-23,2022,3,23,1123080,6033,2,5,40,0
2022-03-23,2022,3,23,1123071,6288,2,5,37,0
2022-03-23,2022,3,23,1123065,16585,2,5,127,0
2022-03-23,2022,3,23,1123051,12080,2,5,80,0
2022-03-23,2022,3,23,1123076,15555,2,5,271,0
2022-03-23,2022,3,23,1123068,4211,2,5,26,0
2022-03-23,2022,3,23,1123066,11972,2,5,118,0
2022-03-23,2022,3,23,1123064,39148,2,5,292,0
2022-03-23,2022,3,23,1123063,11740,2,5,92,0
2022-03-23,2022,3,23,1123060,11645,2,5,67,0
2022-03-23,2022,3,23,1123058,20982,2,5,225,0
2022-03-23,2022,3,23,1123052,18731,2,5,186,0
2022-03-23,2022,3,23,1123067,7355,2,5,28,0
2022-03-23,2022,3,23,1123059,12531,2,5,78,0
2022-03-23,2022,3,23,1123079,16530,2,5,80,0
2022-03-23,2022,3,23,1123078,19629,2,5,218,0
2022-03-23,2022,3,23,1123077,21210,2,5,332,0
2022-03-23,2022,3,23,1123075,13354,2,5,80,0
2022-03-23,2022,3,23,1123074,3353,2,5,45,0
2022-03-23,2022,3,23,1123073,3574,2,5,37,0
2022-03-23,2022,3,23,1123072,7299,2,5,52,0
2022-03-24,2022,3,24,1123053,12960,3,5,75,0
2022-03-24,2022,3,24,1123080,5943,3,5,37,0
2022-03-24,2022,3,24,1123071,6291,3,5,47,0
2022-03-24,2022,3,24,1123065,16617,3,5,124,0
2022-03-24,2022,3,24,1123051,12305,3,5,114,0
2022-03-24,2022,3,24,1123076,15680,3,5,264,0
2022-03-24,2022,3,24,1123068,4123,3,5,33,0
2022-03-24,2022,3,24,1123066,12186,3,5,123,0
2022-03-24,2022,3,24,1123064,43523,3,5,296,0
2022-03-24,2022,3,24,1123063,11756,3,5,83,0
2022-03-24,2022,3,24,1123060,11849,3,5,60,0
2022-03-24,2022,3,24,1123058,22611,3,5,252,0
2022-03-24,2022,3,24,1123052,19006,3,5,197,0
2022-03-24,2022,3,24,1123067,7614,3,5,26,0
2022-03-24,2022,3,24,1123059,13155,3,5,70,0
2022-03-24,2022,3,24,1123079,17310,3,5,85,0
2022-03-24,2022,3,24,1123078,19383,3,5,187,0
2022-03-24,2022,3,24,1123077,21516,3,5,313,0
2022-03-24,2022,3,24,1123075,13698,3,5,85,0
2022-03-24,2022,3,24,1123074,3206,3,5,42,0
2022-03-24,2022,3,24,1123073,3461,3,5,30,0
2022-03-24,2022,3,24,1123072,7563,3,5,53,0
2022-03-25,2022,3,25,1123053,13232,4,5,88,0
2022-03-25,2022,3,25,1123080,6335,4,5,41,0
2022-03-25,2022,3,25,1123071,6553,4,5,34,0
2022-03-25,2022,3,25,1123065,16613,4,5,131,0
2022-03-25,2022,3,25,1123051,13426,4,5,103,0
