busdate,yy,mm,dd,dong_id,guest_cnt,ww,hh,g_cnt,wd
2022-03-03,2022,3,3,1123079,16959,3,12,596,0
2022-03-03,2022,3,3,1123078,19414,3,12,894,0
2022-03-03,2022,3,3,1123053,13087,3,12,453,0
2022-03-03,2022,3,3,1123080,6193,3,12,741,0
2022-03-03,2022,3,3,1123071,6731,3,12,306,0
2022-03-03,2022,3,3,1123065,16756,3,12,761,0
2022-03-03,2022,3,3,1123051,11933,3,12,776,0
2022-03-03,2022,3,3,1123076,16241,3,12,948,0
2022-03-03,2022,3,3,1123068,4158,3,12,505,0
2022-03-03,2022,3,3,1123066,12451,3,12,701,0
2022-03-03,2022,3,3,1123064,38588,3,12,1432,0
2022-03-03,2022,3,3,1123063,11783,3,12,509,0
2022-03-03,2022,3,3,1123060,12279,3,12,738,0
2022-03-03,2022,3,3,1123058,21655,3,12,828,0
2022-03-03,2022,3,3,1123052,18816,3,12,709,0
2022-03-03,2022,3,3,1123067,7719,3,12,593,0
2022-03-03,2022,3,3,1123059,12428,3,12,628,0
2022-03-03,2022,3,3,1123077,20889,3,12,915,0
2022-03-03,2022,3,3,1123075,13558,3,12,762,0
2022-03-03,2022,3,3,1123074,3354,3,12,196,0
2022-03-03,2022,3,3,1123073,3636,3,12,152,0
2022-03-03,2022,3,3,1123072,7830,3,12,406,0
2022-03-04,2022,3,4,1123053,13139,4,12,484,0
2022-03-04,2022,3,4,1123080,6308,4,12,750,0
2022-03-04,2022,3,4,1123071,6728,4,12,298,0
2022-03-04,2022,3,4,1123065,16812,4,12,943,0
2022-03-04,2022,3,4,1123051,12757,4,12,751,0
2022-03-04,2022,3,4,1123076,16790,4,12,733,0
2022-03-04,2022,3,4,1123068,4491,4,12,522,0
2022-03-04,2022,3,4,1123066,12411,4,12,671,0
2022-03-04,2022,3,4,1123064,39329,4,12,1564,0
2022-03-04,2022,3,4,1123063,12013,4,12,582,0
2022-03-04,2022,3,4,1123060,12680,4,12,821,0
2022-03-04,2022,3,4,1123058,21393,4,12,874,0
2022-03-04,2022,3,4,1123052,18877,4,12,786,0
2022-03-04,2022,3,4,1123067,7866,4,12,621,0
2022-03-04,2022,3,4,1123059,12426,4,12,665,0
2022-03-04,2022,3,4,1123079,17077,4,12,595,0
2022-03-04,2022,3,4,1123078,20427,4,12,975,0
2022-03-04,2022,3,4,1123077,22024,4,12,1031,0
2022-03-04,2022,3,4,1123075,14220,4,12,805,0
2022-03-04,2022,3,4,1123074,3329,4,12,144,0
2022-03-04,2022,3,4,1123073,3602,4,12,169,0
2022-03-04,2022,3,4,1123072,8110,4,12,532,0
2022-03-05,2022,3,5,1123080,4120,5,12,322,1
2022-03-05,2022,3,5,1123071,3800,5,12,324,1
2022-03-05,2022,3,5,1123065,9207,5,12,715,1
2022-03-05,2022,3,5,1123051,9875,5,12,616,1
2022-03-05,2022,3,5,1123076,10048,5,12,979,1
2022-03-05,2022,3,5,1123068,2586,5,12,208,1
2022-03-05,2022,3,5,1123066,6982,5,12,597,1
2022-03-05,2022,3,5,1123064,25169,5,12,1715,1
2022-03-05,2022,3,5,1123063,8791,5,12,621,1
2022-03-05,2022,3,5,1123060,10316,5,12,790,1
2022-03-05,2022,3,5,1123058,12300,5,12,762,1
2022-03-05,2022,3,5,1123052,12050,5,12,835,1
2022-03-05,2022,3,5,1123067,4506,5,12,324,1
2022-03-05,2022,3,5,1123059,6207,5,12,549,1
2022-03-05,2022,3,5,1123079,11283,5,12,822,1
2022-03-05,2022,3,5,1123078,12969,5,12,798,1
2022-03-05,2022,3,5,1123077,17062,5,12,1033,1
2022-03-05,2022,3,5,1123075,8327,5,12,483,1
2022-03-05,2022,3,5,1123074,2190,5,12,163,1
2022-03-05,2022,3,5,1123073,2415,5,12,190,1
2022-03-05,2022,3,5,1123072,4692,5,12,440,1
2022-03-05,2022,3,5,1123053,7127,5,12,519,1
2022-03-06,2022,3,6,1123066,4740,6,12,345,1
2022-03-06,2022,3,6,1123064,15754,6,12,1045,1
2022-03-06,2022,3,6,1123063,6010,6,12,475,1
2022-03-06,2022,3,6,1123060,7201,6,12,630,1
2022-03-06,2022,3,6,1123058,8793,6,12,517,1
2022-03-06,2022,3,6,1123052,7350,6,12,479,1
2022-03-06,2022,3,6,1123067,3214,6,12,196,1
2022-03-06,2022,3,6,1123059,3670,6,12,267,1
2022-03-06,2022,3,6,1123079,7967,6,12,597,1
2022-03-06,2022,3,6,1123078,7864,6,12,468,1
2022-03-06,2022,3,6,1123077,10627,6,12,540,1
2022-03-06,2022,3,6,1123075,6104,6,12,269,1
2022-03-06,2022,3,6,1123074,1557,6,12,128,1
2022-03-06,2022,3,6,1123073,1611,6,12,117,1
2022-03-06,2022,3,6,1123072,3502,6,12,340,1
2022-03-06,2022,3,6,1123053,4251,6,12,329,1
2022-03-06,2022,3,6,1123080,2730,6,12,225,1
2022-03-06,2022,3,6,1123071,2531,6,12,226,1
2022-03-06,2022,3,6,1123065,6091,6,12,475,1
2022-03-06,2022,3,6,1123051,6296,6,12,381,1
2022-03-06,2022,3,6,1123076,6595,6,12,587,1
2022-03-06,2022,3,6,1123068,1467,6,12,133,1
2022-03-07,2022,3,7,1123071,6399,0,12,253,0
2022-03-07,2022,3,7,1123065,16292,0,12,911,0
2022-03-07,2022,3,7,1123051,11566,0,12,652,0
2022-03-07,2022,3,7,1123076,16061,0,12,916,0
2022-03-07,2022,3,7,1123068,4316,0,12,464,0
2022-03-07,2022,3,7,1123066,12173,0,12,792,0
2022-03-07,2022,3,7,1123064,38081,0,12,1493,0
2022-03-07,2022,3,7,1123063,11345,0,12,554,0
2022-03-07,2022,3,7,1123060,11759,0,12,646,0
2022-03-07,2022,3,7,1123058,20677,0,12,675,0
2022-03-07,2022,3,7,1123052,18223,0,12,720,0
2022-03-07,2022,3,7,1123067,7527,0,12,396,0
2022-03-07,2022,3,7,1123059,12323,0,12,471,0
2022-03-07,2022,3,7,1123079,16149,0,12,505,0
2022-03-07,2022,3,7,1123078,17974,0,12,619,0
2022-03-07,2022,3,7,1123077,19583,0,12,719,0
2022-03-07,2022,3,7,1123075,13486,0,12,766,0
2022-03-07,2022,3,7,1123074,3141,0,12,149,0
2022-03-07,2022,3,7,1123073,3515,0,12,165,0
2022-03-07,2022,3,7,1123072,7805,0,12,479,0
2022-03-07,2022,3,7,1123053,12571,0,12,464,0
2022-03-07,2022,3,7,1123080,5977,0,12,424,0
2022-03-08,2022,3,8,1123071,6362,1,12,228,0
2022-03-08,2022,3,8,1123065,16440,1,12,750,0
2022-03-08,2022,3,8,1123051,12234,1,12,610,0
2022-03-08,2022,3,8,1123076,16353,1,12,944,0
2022-03-08,2022,3,8,1123068,4121,1,12,479,0
2022-03-08,2022,3,8,1123066,12260,1,12,713,0
2022-03-08,2022,3,8,1123064,39777,1,12,1601,0
2022-03-08,2022,3,8,1123063,11716,1,12,507,0
2022-03-08,2022,3,8,1123060,12135,1,12,560,0
2022-03-08,2022,3,8,1123058,21007,1,12,661,0
2022-03-08,2022,3,8,1123052,18868,1,12,718,0
2022-03-08,2022,3,8,1123067,7724,1,12,362,0
2022-03-08,2022,3,8,1123059,12140,1,12,445,0
2022-03-08,2022,3,8,1123079,16472,1,12,545,0
2022-03-08,2022,3,8,1123078,19169,1,12,642,0
2022-03-08,2022,3,8,1123077,21530,1,12,842,0
2022-03-08,2022,3,8,1123075,13416,1,12,709,0
2022-03-08,2022,3,8,1123074,3181,1,12,136,0
2022-03-08,2022,3,8,1123073,3541,1,12,135,0
2022-03-08,2022,3,8,1123072,7941,1,12,481,0
2022-03-08,2022,3,8,1123053,12981,1,12,418,0
2022-03-08,2022,3,8,1123080,6008,1,12,699,0
2022-03-09,2022,3,9,1123053,5542,2,12,304,1
2022-03-09,2022,3,9,1123080,3089,2,12,244,1
2022-03-09,2022,3,9,1123071,3129,2,12,245,1
2022-03-09,2022,3,9,1123065,7457,2,12,502,1
2022-03-09,2022,3,9,1123051,8209,2,12,472,1
2022-03-09,2022,3,9,1123076,8241,2,12,734,1
2022-03-09,2022,3,9,1123068,2070,2,12,203,1
2022-03-09,2022,3,9,1123066,5677,2,12,422,1
2022-03-09,2022,3,9,1123064,19525,2,12,1294,1
2022-03-09,2022,3,9,1123063,6619,2,12,368,1
2022-03-09,2022,3,9,1123060,7962,2,12,412,1
2022-03-09,2022,3,9,1123058,10009,2,12,503,1
2022-03-09,2022,3,9,1123052,9552,2,12,573,1
2022-03-09,2022,3,9,1123067,3786,2,12,205,1
2022-03-09,2022,3,9,1123059,4862,2,12,389,1
2022-03-09,2022,3,9,1123079,8502,2,12,550,1
2022-03-09,2022,3,9,1123078,9803,2,12,579,1
2022-03-09,2022,3,9,1123077,13786,2,12,752,1
2022-03-09,2022,3,9,1123075,6983,2,12,368,1
2022-03-09,2022,3,9,1123074,1850,2,12,130,1
2022-03-09,2022,3,9,1123073,1868,2,12,157,1
2022-03-09,2022,3,9,1123072,4034,2,12,336,1
2022-03-10,2022,3,10,1123071,6175,3,12,228,0
2022-03-10,2022,3,10,1123065,16483,3,12,766,0
2022-03-10,2022,3,10,1123051,12006,3,12,709,0
2022-03-10,2022,3,10,1123076,15669,3,12,900,0
2022-03-10,2022,3,10,1123068,4072,3,12,471,0
2022-03-10,2022,3,10,1123066,12048,3,12,686,0
2022-03-10,2022,3,10,1123064,38455,3,12,1469,0
2022-03-10,2022,3,10,1123063,11674,3,12,471,0
2022-03-10,2022,3,10,1123060,11804,3,12,557,0
2022-03-10,2022,3,10,1123058,21296,3,12,694,0
2022-03-10,2022,3,10,1123052,18531,3,12,679,0
2022-03-10,2022,3,10,1123067,7473,3,12,408,0
2022-03-10,2022,3,10,1123059,11969,3,12,432,0
2022-03-10,2022,3,10,1123079,16593,3,12,559,0
2022-03-10,2022,3,10,1123078,18939,3,12,628,0
2022-03-10,2022,3,10,1123077,20730,3,12,815,0
2022-03-10,2022,3,10,1123075,13450,3,12,773,0
2022-03-10,2022,3,10,1123074,3198,3,12,142,0
2022-03-10,2022,3,10,1123073,3423,3,12,146,0
2022-03-10,2022,3,10,1123072,7704,3,12,508,0
2022-03-10,2022,3,10,1123053,13010,3,12,458,0
2022-03-10,2022,3,10,1123080,5816,3,12,676,0
2022-03-11,2022,3,11,1123053,12894,4,12,517,0
2022-03-11,2022,3,11,1123080,5970,4,12,656,0
2022-03-11,2022,3,11,1123071,6298,4,12,284,0
2022-03-11,2022,3,11,1123065,16521,4,12,972,0
2022-03-11,2022,3,11,1123051,13054,4,12,726,0
2022-03-11,2022,3,11,1123076,16233,4,12,887,0
2022-03-11,2022,3,11,1123068,4359,4,12,488,0
2022-03-11,2022,3,11,1123066,12416,4,12,732,0
2022-03-11,2022,3,11,1123064,39827,4,12,1720,0
2022-03-11,2022,3,11,1123063,11775,4,12,548,0
2022-03-11,2022,3,11,1123060,12352,4,12,617,0
2022-03-11,2022,3,11,1123058,21808,4,12,800,0
2022-03-11,2022,3,11,1123052,19176,4,12,731,0
2022-03-11,2022,3,11,1123067,7420,4,12,385,0
2022-03-11,2022,3,11,1123059,12157,4,12,532,0
2022-03-11,2022,3,11,1123079,16885,4,12,529,0
2022-03-11,2022,3,11,1123078,19733,4,12,738,0
2022-03-11,2022,3,11,1123077,21986,4,12,1005,0
2022-03-11,2022,3,11,1123075,13944,4,12,773,0
2022-03-11,2022,3,11,1123074,3338,4,12,133,0
2022-03-11,2022,3,11,1123073,3534,4,12,155,0
2022-03-11,2022,3,11,1123072,7952,4,12,445,0
2022-03-12,2022,3,12,1123053,7201,5,12,487,1
2022-03-12,2022,3,12,1123080,3841,5,12,328,1
2022-03-12,2022,3,12,1123071,3743,5,12,338,1
2022-03-12,2022,3,12,1123065,9146,5,12,715,1
2022-03-12,2022,3,12,1123051,10533,5,12,695,1
2022-03-12,2022,3,12,1123076,9430,5,12,926,1
2022-03-12,2022,3,12,1123068,2539,5,12,179,1
2022-03-12,2022,3,12,1123066,6916,5,12,564,1
2022-03-12,2022,3,12,1123064,25828,5,12,1849,1
2022-03-12,2022,3,12,1123063,8482,5,12,603,1
2022-03-12,2022,3,12,1123060,10423,5,12,796,1
2022-03-12,2022,3,12,1123058,12793,5,12,775,1
2022-03-12,2022,3,12,1123052,12568,5,12,914,1
2022-03-12,2022,3,12,1123067,4397,5,12,276,1
2022-03-12,2022,3,12,1123059,6053,5,12,534,1
2022-03-12,2022,3,12,1123079,10849,5,12,750,1
2022-03-12,2022,3,12,1123078,13251,5,12,823,1
2022-03-12,2022,3,12,1123077,17625,5,12,1034,1
2022-03-12,2022,3,12,1123075,8505,5,12,520,1
2022-03-12,2022,3,12,1123074,2103,5,12,169,1
2022-03-12,2022,3,12,1123073,2335,5,12,178,1
2022-03-12,2022,3,12,1123072,4862,5,12,471,1
2022-03-13,2022,3,13,1123053,4143,6,12,280,1
2022-03-13,2022,3,13,1123080,2556,6,12,268,1
2022-03-13,2022,3,13,1123071,2378,6,12,238,1
2022-03-13,2022,3,13,1123065,5646,6,12,447,1
2022-03-13,2022,3,13,1123051,5702,6,12,387,1
2022-03-13,2022,3,13,1123076,6312,6,12,675,1
2022-03-13,2022,3,13,1123068,1442,6,12,143,1
2022-03-13,2022,3,13,1123066,4502,6,12,342,1
2022-03-13,2022,3,13,1123064,14722,6,12,910,1
2022-03-13,2022,3,13,1123063,6122,6,12,471,1
2022-03-13,2022,3,13,1123060,6910,6,12,528,1
2022-03-13,2022,3,13,1123058,9057,6,12,554,1
2022-03-13,2022,3,13,1123052,6870,6,12,414,1
2022-03-13,2022,3,13,1123067,2768,6,12,175,1
2022-03-13,2022,3,13,1123059,3642,6,12,305,1
2022-03-13,2022,3,13,1123079,7334,6,12,515,1
2022-03-13,2022,3,13,1123078,7277,6,12,479,1
2022-03-13,2022,3,13,1123077,9728,6,12,521,1
2022-03-13,2022,3,13,1123075,5823,6,12,282,1
2022-03-13,2022,3,13,1123074,1530,6,12,168,1
2022-03-13,2022,3,13,1123073,1550,6,12,134,1
2022-03-13,2022,3,13,1123072,3490,6,12,406,1
2022-03-14,2022,3,14,1123053,4143,0,12,280,0
2022-03-14,2022,3,14,1123080,2556,0,12,268,0
2022-03-14,2022,3,14,1123071,2378,0,12,238,0
2022-03-14,2022,3,14,1123065,5646,0,12,447,0
2022-03-14,2022,3,14,1123051,5702,0,12,387,0
2022-03-14,2022,3,14,1123076,6312,0,12,675,0
2022-03-14,2022,3,14,1123068,1442,0,12,143,0
2022-03-14,2022,3,14,1123066,4502,0,12,342,0
2022-03-14,2022,3,14,1123064,14722,0,12,910,0
2022-03-14,2022,3,14,1123063,6122,0,12,471,0
2022-03-14,2022,3,14,1123060,6910,0,12,528,0
2022-03-14,2022,3,14,1123058,9057,0,12,554,0
2022-03-14,2022,3,14,1123052,6870,0,12,414,0
2022-03-14,2022,3,14,1123067,2768,0,12,175,0
2022-03-14,2022,3,14,1123059,3642,0,12,305,0
2022-03-14,2022,3,14,1123079,7334,0,12,515,0
2022-03-14,2022,3,14,1123078,7277,0,12,479,0
2022-03-14,2022,3,14,1123077,9728,0,12,521,0
2022-03-14,2022,3,14,1123075,5823,0,12,282,0
2022-03-14,2022,3,14,1123074,1530,0,12,168,0
2022-03-14,2022,3,14,1123073,1550,0,12,134,0
2022-03-14,2022,3,14,1123072,3490,0,12,406,0
2022-03-15,2022,3,15,1123053,12677,1,12,423,0
2022-03-15,2022,3,15,1123080,6022,1,12,230,0
2022-03-15,2022,3,15,1123071,6250,1,12,237,0
2022-03-15,2022,3,15,1123065,16193,1,12,604,0
2022-03-15,2022,3,15,1123051,11908,1,12,482,0
2022-03-15,2022,3,15,1123076,15649,1,12,596,0
2022-03-15,2022,3,15,1123068,4202,1,12,170,0
2022-03-15,2022,3,15,1123066,12059,1,12,519,0
2022-03-15,2022,3,15,1123064,38555,1,12,1412,0
2022-03-15,2022,3,15,1123063,11558,1,12,411,0
2022-03-15,2022,3,15,1123060,11820,1,12,396,0
2022-03-15,2022,3,15,1123058,20671,1,12,647,0
2022-03-15,2022,3,15,1123052,18409,1,12,703,0
2022-03-15,2022,3,15,1123067,7294,1,12,306,0
2022-03-15,2022,3,15,1123059,12112,1,12,427,0
2022-03-15,2022,3,15,1123079,16343,1,12,485,0
2022-03-15,2022,3,15,1123078,19017,1,12,651,0
2022-03-15,2022,3,15,1123077,20640,1,12,771,0
2022-03-15,2022,3,15,1123075,13271,1,12,495,0
2022-03-15,2022,3,15,1123074,3228,1,12,124,0
2022-03-15,2022,3,15,1123073,3489,1,12,142,0
2022-03-15,2022,3,15,1123072,7792,1,12,324,0
2022-03-16,2022,3,16,1123071,6152,2,12,278,0
2022-03-16,2022,3,16,1123065,16197,2,12,638,0
2022-03-16,2022,3,16,1123051,12100,2,12,469,0
2022-03-16,2022,3,16,1123076,15390,2,12,610,0
2022-03-16,2022,3,16,1123068,4158,2,12,180,0
2022-03-16,2022,3,16,1123066,12102,2,12,477,0
2022-03-16,2022,3,16,1123064,38042,2,12,1442,0
2022-03-16,2022,3,16,1123063,11546,2,12,361,0
2022-03-16,2022,3,16,1123060,11363,2,12,342,0
2022-03-16,2022,3,16,1123058,20800,2,12,669,0
2022-03-16,2022,3,16,1123052,18474,2,12,689,0
2022-03-16,2022,3,16,1123067,7248,2,12,277,0
2022-03-16,2022,3,16,1123059,12178,2,12,506,0
2022-03-16,2022,3,16,1123079,16332,2,12,537,0
2022-03-16,2022,3,16,1123078,19070,2,12,705,0
2022-03-16,2022,3,16,1123077,20804,2,12,789,0
2022-03-16,2022,3,16,1123075,13320,2,12,481,0
2022-03-16,2022,3,16,1123074,3208,2,12,118,0
2022-03-16,2022,3,16,1123073,3416,2,12,140,0
2022-03-16,2022,3,16,1123072,7706,2,12,314,0
2022-03-16,2022,3,16,1123053,12661,2,12,408,0
2022-03-16,2022,3,16,1123080,5806,2,12,224,0
2022-03-17,2022,3,17,1123053,12698,3,12,377,0
2022-03-17,2022,3,17,1123080,5758,3,12,226,0
2022-03-17,2022,3,17,1123071,5995,3,12,237,0
2022-03-17,2022,3,17,1123065,16246,3,12,663,0
2022-03-17,2022,3,17,1123051,11625,3,12,446,0
2022-03-17,2022,3,17,1123076,15205,3,12,666,0
2022-03-17,2022,3,17,1123068,4106,3,12,178,0
2022-03-17,2022,3,17,1123066,11840,3,12,433,0
2022-03-17,2022,3,17,1123064,38056,3,12,1507,0
2022-03-17,2022,3,17,1123063,11589,3,12,329,0
2022-03-17,2022,3,17,1123060,11805,3,12,356,0
2022-03-17,2022,3,17,1123058,20837,3,12,663,0
2022-03-17,2022,3,17,1123052,18013,3,12,690,0
2022-03-17,2022,3,17,1123067,7474,3,12,295,0
2022-03-17,2022,3,17,1123059,12135,3,12,455,0
2022-03-17,2022,3,17,1123079,16637,3,12,470,0
2022-03-17,2022,3,17,1123078,18979,3,12,651,0
2022-03-17,2022,3,17,1123077,20266,3,12,831,0
2022-03-17,2022,3,17,1123075,13126,3,12,464,0
2022-03-17,2022,3,17,1123074,3303,3,12,121,0
2022-03-17,2022,3,17,1123073,3456,3,12,137,0
2022-03-17,2022,3,17,1123072,7712,3,12,310,0
2022-03-18,2022,3,18,1123053,12786,4,12,445,0
2022-03-18,2022,3,18,1123080,6050,4,12,273,0
2022-03-18,2022,3,18,1123071,6205,4,12,262,0
2022-03-18,2022,3,18,1123065,16225,4,12,684,0
2022-03-18,2022,3,18,1123051,12560,4,12,478,0
2022-03-18,2022,3,18,1123076,15764,4,12,605,0
2022-03-18,2022,3,18,1123068,4147,4,12,185,0
2022-03-18,2022,3,18,1123066,11848,4,12,508,0
2022-03-18,2022,3,18,1123064,39314,4,12,1495,0
2022-03-18,2022,3,18,1123063,11769,4,12,394,0
2022-03-18,2022,3,18,1123060,12210,4,12,398,0
2022-03-18,2022,3,18,1123058,20667,4,12,732,0
2022-03-18,2022,3,18,1123052,18601,4,12,740,0
2022-03-18,2022,3,18,1123067,7379,4,12,260,0
2022-03-18,2022,3,18,1123059,12029,4,12,495,0
2022-03-18,2022,3,18,1123079,17097,4,12,579,0
2022-03-18,2022,3,18,1123078,19253,4,12,681,0
2022-03-18,2022,3,18,1123077,21865,4,12,876,0
2022-03-18,2022,3,18,1123075,13652,4,12,539,0
2022-03-18,2022,3,18,1123074,3272,4,12,112,0
2022-03-18,2022,3,18,1123073,3484,4,12,159,0
2022-03-18,2022,3,18,1123072,7622,4,12,301,0
2022-03-19,2022,3,19,1123053,6958,5,12,444,1
2022-03-19,2022,3,19,1123080,3438,5,12,275,1
2022-03-19,2022,3,19,1123071,3464,5,12,285,1
2022-03-19,2022,3,19,1123065,8640,5,12,614,1
2022-03-19,2022,3,19,1123051,9296,5,12,563,1
2022-03-19,2022,3,19,1123076,8874,5,12,707,1
2022-03-19,2022,3,19,1123068,2202,5,12,172,1
2022-03-19,2022,3,19,1123066,6342,5,12,458,1
2022-03-19,2022,3,19,1123064,23954,5,12,1646,1
2022-03-19,2022,3,19,1123063,8192,5,12,545,1
2022-03-19,2022,3,19,1123060,9705,5,12,655,1
2022-03-19,2022,3,19,1123058,11738,5,12,628,1
2022-03-19,2022,3,19,1123052,11293,5,12,701,1
2022-03-19,2022,3,19,1123067,4160,5,12,310,1
2022-03-19,2022,3,19,1123059,5633,5,12,446,1
2022-03-19,2022,3,19,1123079,10419,5,12,718,1
2022-03-19,2022,3,19,1123078,12334,5,12,743,1
2022-03-19,2022,3,19,1123077,16416,5,12,932,1
2022-03-19,2022,3,19,1123075,7655,5,12,427,1
2022-03-19,2022,3,19,1123074,1916,5,12,147,1
2022-03-19,2022,3,19,1123073,2132,5,12,182,1
2022-03-19,2022,3,19,1123072,4349,5,12,390,1
2022-03-20,2022,3,20,1123053,4378,6,12,279,1
2022-03-20,2022,3,20,1123080,2810,6,12,223,1
2022-03-20,2022,3,20,1123071,2516,6,12,228,1
2022-03-20,2022,3,20,1123065,6214,6,12,487,1
2022-03-20,2022,3,20,1123051,7173,6,12,422,1
2022-03-20,2022,3,20,1123076,6928,6,12,591,1
2022-03-20,2022,3,20,1123068,1602,6,12,158,1
2022-03-20,2022,3,20,1123066,4923,6,12,384,1
2022-03-20,2022,3,20,1123064,16650,6,12,1078,1
2022-03-20,2022,3,20,1123063,6336,6,12,498,1
2022-03-20,2022,3,20,1123060,7462,6,12,551,1
2022-03-20,2022,3,20,1123058,9138,6,12,532,1
2022-03-20,2022,3,20,1123052,7696,6,12,509,1
2022-03-20,2022,3,20,1123067,3107,6,12,194,1
2022-03-20,2022,3,20,1123059,4018,6,12,318,1
2022-03-20,2022,3,20,1123079,8010,6,12,603,1
2022-03-20,2022,3,20,1123078,8393,6,12,520,1
2022-03-20,2022,3,20,1123077,11615,6,12,627,1
2022-03-20,2022,3,20,1123075,6345,6,12,291,1
2022-03-20,2022,3,20,1123074,1554,6,12,132,1
2022-03-20,2022,3,20,1123073,1595,6,12,122,1
2022-03-20,2022,3,20,1123072,3586,6,12,341,1
2022-03-21,2022,3,21,1123071,6424,0,12,262,0
2022-03-21,2022,3,21,1123065,16215,0,12,676,0
2022-03-21,2022,3,21,1123051,11527,0,12,429,0
2022-03-21,2022,3,21,1123076,15293,0,12,556,0
2022-03-21,2022,3,21,1123068,4209,0,12,176,0
2022-03-21,2022,3,21,1123066,12018,0,12,449,0
2022-03-21,2022,3,21,1123064,38296,0,12,1446,0
2022-03-21,2022,3,21,1123063,11227,0,12,345,0
2022-03-21,2022,3,21,1123060,11898,0,12,403,0
2022-03-21,2022,3,21,1123058,20546,0,12,659,0
2022-03-21,2022,3,21,1123052,18011,0,12,700,0
2022-03-21,2022,3,21,1123067,7391,0,12,250,0
2022-03-21,2022,3,21,1123059,12293,0,12,470,0
2022-03-21,2022,3,21,1123079,16591,0,12,499,0
2022-03-21,2022,3,21,1123078,17842,0,12,574,0
2022-03-21,2022,3,21,1123077,19925,0,12,746,0
2022-03-21,2022,3,21,1123075,13356,0,12,521,0
2022-03-21,2022,3,21,1123074,3197,0,12,106,0
2022-03-21,2022,3,21,1123073,3439,0,12,155,0
2022-03-21,2022,3,21,1123072,7320,0,12,288,0
2022-03-21,2022,3,21,1123053,12325,0,12,371,0
2022-03-21,2022,3,21,1123080,5810,0,12,235,0
2022-03-22,2022,3,22,1123053,12752,1,12,447,0
2022-03-22,2022,3,22,1123080,5951,1,12,236,0
2022-03-22,2022,3,22,1123071,6317,1,12,233,0
2022-03-22,2022,3,22,1123065,16657,1,12,591,0
2022-03-22,2022,3,22,1123051,12509,1,12,485,0
2022-03-22,2022,3,22,1123076,15372,1,12,595,0
2022-03-22,2022,3,22,1123068,4193,1,12,160,0
2022-03-22,2022,3,22,1123066,12309,1,12,454,0
2022-03-22,2022,3,22,1123064,39375,1,12,1498,0
2022-03-22,2022,3,22,1123063,11610,1,12,372,0
2022-03-22,2022,3,22,1123060,11737,1,12,408,0
2022-03-22,2022,3,22,1123058,21207,1,12,703,0
2022-03-22,2022,3,22,1123052,18877,1,12,721,0
2022-03-22,2022,3,22,1123067,7442,1,12,265,0
2022-03-22,2022,3,22,1123059,12389,1,12,456,0
2022-03-22,2022,3,22,1123079,16647,1,12,527,0
2022-03-22,2022,3,22,1123078,19370,1,12,707,0
2022-03-22,2022,3,22,1123077,21240,1,12,789,0
2022-03-22,2022,3,22,1123075,13316,1,12,500,0
2022-03-22,2022,3,22,1123074,3268,1,12,126,0
2022-03-22,2022,3,22,1123073,3500,1,12,136,0
2022-03-22,2022,3,22,1123072,7463,1,12,300,0
2022-03-23,2022,3,23,1123053,12883,2,12,425,0
2022-03-23,2022,3,23,1123080,6033,2,12,246,0
2022-03-23,2022,3,23,1123071,6288,2,12,254,0
2022-03-23,2022,3,23,1123065,16585,2,12,595,0
2022-03-23,2022,3,23,1123051,12080,2,12,466,0
2022-03-23,2022,3,23,1123076,15555,2,12,627,0
2022-03-23,2022,3,23,1123068,4211,2,12,201,0
2022-03-23,2022,3,23,1123066,11972,2,12,514,0
2022-03-23,2022,3,23,1123064,39148,2,12,1535,0
2022-03-23,2022,3,23,1123063,11740,2,12,318,0
2022-03-23,2022,3,23,1123060,11645,2,12,373,0
2022-03-23,2022,3,23,1123058,20982,2,12,661,0
2022-03-23,2022,3,23,1123052,18731,2,12,712,0
2022-03-23,2022,3,23,1123067,7355,2,12,249,0
2022-03-23,2022,3,23,1123059,12531,2,12,522,0
2022-03-23,2022,3,23,1123079,16530,2,12,488,0
2022-03-23,2022,3,23,1123078,19629,2,12,689,0
2022-03-23,2022,3,23,1123077,21210,2,12,780,0
2022-03-23,2022,3,23,1123075,13354,2,12,450,0
2022-03-23,2022,3,23,1123074,3353,2,12,139,0
2022-03-23,2022,3,23,1123073,3574,2,12,151,0
2022-03-23,2022,3,23,1123072,7299,2,12,280,0
2022-03-24,2022,3,24,1123053,12960,3,12,440,0
2022-03-24,2022,3,24,1123080,5943,3,12,293,0
2022-03-24,2022,3,24,1123071,6291,3,12,235,0
2022-03-24,2022,3,24,1123065,16617,3,12,614,0
2022-03-24,2022,3,24,1123051,12305,3,12,432,0
2022-03-24,2022,3,24,1123076,15680,3,12,654,0
2022-03-24,2022,3,24,1123068,4123,3,12,142,0
2022-03-24,2022,3,24,1123066,12186,3,12,530,0
2022-03-24,2022,3,24,1123064,43523,3,12,1535,0
2022-03-24,2022,3,24,1123063,11756,3,12,372,0
2022-03-24,2022,3,24,1123060,11849,3,12,423,0
2022-03-24,2022,3,24,1123058,22611,3,12,667,0
2022-03-24,2022,3,24,1123052,19006,3,12,715,0
2022-03-24,2022,3,24,1123067,7614,3,12,262,0
2022-03-24,2022,3,24,1123059,13155,3,12,455,0
2022-03-24,2022,3,24,1123079,17310,3,12,562,0
2022-03-24,2022,3,24,1123078,19383,3,12,675,0
2022-03-24,2022,3,24,1123077,21516,3,12,822,0
