busdate,yy,mm,dd,dong_id,guest_cnt,ww,hh,g_cnt,wd,gu_id
2022-03-03,2022,3,3,1124071,9462,3,2,0,0,11240
2022-03-03,2022,3,3,1124067,6192,3,2,0,0,11240
2022-03-03,2022,3,3,1124066,7613,3,2,7,0,11240
2022-03-03,2022,3,3,1124062,2184,3,2,0,0,11240
2022-03-03,2022,3,3,1124061,8088,3,2,6,0,11240
2022-03-03,2022,3,3,1124060,10173,3,2,0,0,11240
2022-03-03,2022,3,3,1124058,6332,3,2,0,0,11240
2022-03-03,2022,3,3,1124057,3187,3,2,0,0,11240
2022-03-03,2022,3,3,1124056,6144,3,2,0,0,11240
2022-03-03,2022,3,3,1124054,2937,3,2,0,0,11240
2022-03-03,2022,3,3,1124052,6862,3,2,0,0,11240
2022-03-03,2022,3,3,1124082,11923,3,2,39,0,11240
2022-03-03,2022,3,3,1124081,9687,3,2,26,0,11240
2022-03-03,2022,3,3,1124065,8835,3,2,9,0,11240
2022-03-03,2022,3,3,1124064,7327,3,2,0,0,11240
2022-03-03,2022,3,3,1124053,2641,3,2,0,0,11240
2022-03-03,2022,3,3,1124077,14033,3,2,0,0,11240
2022-03-03,2022,3,3,1124069,8601,3,2,19,0,11240
2022-03-03,2022,3,3,1124063,11757,3,2,7,0,11240
2022-03-03,2022,3,3,1124059,4971,3,2,0,0,11240
2022-03-03,2022,3,3,1124055,3319,3,2,0,0,11240
2022-03-03,2022,3,3,1124051,3531,3,2,0,0,11240
2022-03-03,2022,3,3,1124068,4380,3,2,1,0,11240
2022-03-04,2022,3,4,1124082,12000,4,2,40,0,11240
2022-03-04,2022,3,4,1124081,10021,4,2,53,0,11240
2022-03-04,2022,3,4,1124065,9121,4,2,16,0,11240
2022-03-04,2022,3,4,1124064,7492,4,2,0,0,11240
2022-03-04,2022,3,4,1124053,2795,4,2,0,0,11240
2022-03-04,2022,3,4,1124077,14399,4,2,0,0,11240
2022-03-04,2022,3,4,1124069,8684,4,2,15,0,11240
2022-03-04,2022,3,4,1124063,12134,4,2,2,0,11240
2022-03-04,2022,3,4,1124059,4883,4,2,0,0,11240
2022-03-04,2022,3,4,1124055,3420,4,2,0,0,11240
2022-03-04,2022,3,4,1124051,3485,4,2,0,0,11240
2022-03-04,2022,3,4,1124068,4347,4,2,1,0,11240
2022-03-04,2022,3,4,1124080,16535,4,2,3,0,11240
2022-03-04,2022,3,4,1124079,3777,4,2,0,0,11240
2022-03-04,2022,3,4,1124078,4318,4,2,0,0,11240
2022-03-04,2022,3,4,1124075,1874,4,2,0,0,11240
2022-03-04,2022,3,4,1124071,10024,4,2,2,0,11240
2022-03-04,2022,3,4,1124067,6247,4,2,0,0,11240
2022-03-04,2022,3,4,1124066,7732,4,2,16,0,11240
2022-03-04,2022,3,4,1124062,2143,4,2,0,0,11240
2022-03-04,2022,3,4,1124061,8378,4,2,5,0,11240
2022-03-04,2022,3,4,1124060,10352,4,2,0,0,11240
2022-03-04,2022,3,4,1124058,6529,4,2,0,0,11240
2022-03-04,2022,3,4,1124057,3332,4,2,0,0,11240
2022-03-04,2022,3,4,1124056,6357,4,2,0,0,11240
2022-03-04,2022,3,4,1124054,2866,4,2,0,0,11240
2022-03-04,2022,3,4,1124052,7015,4,2,0,0,11240
2022-03-05,2022,3,5,1124053,1797,5,2,0,1,11240
2022-03-05,2022,3,5,1124077,11431,5,2,0,1,11240
2022-03-05,2022,3,5,1124069,5316,5,2,13,1,11240
2022-03-05,2022,3,5,1124063,8068,5,2,3,1,11240
2022-03-05,2022,3,5,1124059,3304,5,2,0,1,11240
2022-03-05,2022,3,5,1124055,2538,5,2,0,1,11240
2022-03-05,2022,3,5,1124051,2321,5,2,0,1,11240
2022-03-05,2022,3,5,1124068,2578,5,2,1,1,11240
2022-03-05,2022,3,5,1124080,12603,5,2,8,1,11240
2022-03-05,2022,3,5,1124079,2658,5,2,3,1,11240
2022-03-05,2022,3,5,1124078,2448,5,2,0,1,11240
2022-03-05,2022,3,5,1124075,1269,5,2,0,1,11240
2022-03-05,2022,3,5,1124071,7685,5,2,0,1,11240
2022-03-05,2022,3,5,1124067,4648,5,2,0,1,11240
2022-03-05,2022,3,5,1124066,5365,5,2,3,1,11240
2022-03-05,2022,3,5,1124062,1268,5,2,0,1,11240
2022-03-05,2022,3,5,1124061,6412,5,2,6,1,11240
2022-03-05,2022,3,5,1124060,7362,5,2,0,1,11240
2022-03-05,2022,3,5,1124058,5039,5,2,0,1,11240
2022-03-05,2022,3,5,1124057,2550,5,2,0,1,11240
2022-03-05,2022,3,5,1124056,4730,5,2,0,1,11240
2022-03-05,2022,3,5,1124054,1973,5,2,0,1,11240
2022-03-05,2022,3,5,1124052,3971,5,2,0,1,11240
2022-03-05,2022,3,5,1124082,7312,5,2,17,1,11240
2022-03-05,2022,3,5,1124081,6899,5,2,22,1,11240
2022-03-05,2022,3,5,1124065,6015,5,2,2,1,11240
2022-03-05,2022,3,5,1124064,5288,5,2,0,1,11240
2022-03-06,2022,3,6,1124068,1884,6,2,1,1,11240
2022-03-06,2022,3,6,1124080,9452,6,2,5,1,11240
2022-03-06,2022,3,6,1124079,1777,6,2,1,1,11240
2022-03-06,2022,3,6,1124078,1860,6,2,0,1,11240
2022-03-06,2022,3,6,1124075,847,6,2,0,1,11240
2022-03-06,2022,3,6,1124071,5361,6,2,1,1,11240
2022-03-06,2022,3,6,1124067,3241,6,2,0,1,11240
2022-03-06,2022,3,6,1124066,3518,6,2,14,1,11240
2022-03-06,2022,3,6,1124062,849,6,2,0,1,11240
2022-03-06,2022,3,6,1124061,4617,6,2,4,1,11240
2022-03-06,2022,3,6,1124060,5247,6,2,0,1,11240
2022-03-06,2022,3,6,1124058,3552,6,2,0,1,11240
2022-03-06,2022,3,6,1124057,1720,6,2,0,1,11240
2022-03-06,2022,3,6,1124056,3400,6,2,0,1,11240
2022-03-06,2022,3,6,1124054,1286,6,2,0,1,11240
2022-03-06,2022,3,6,1124052,2929,6,2,0,1,11240
2022-03-06,2022,3,6,1124082,5131,6,2,18,1,11240
2022-03-06,2022,3,6,1124081,5087,6,2,27,1,11240
2022-03-06,2022,3,6,1124065,3776,6,2,9,1,11240
2022-03-06,2022,3,6,1124064,3694,6,2,0,1,11240
2022-03-06,2022,3,6,1124053,1213,6,2,0,1,11240
2022-03-06,2022,3,6,1124077,8819,6,2,0,1,11240
2022-03-06,2022,3,6,1124069,3819,6,2,8,1,11240
2022-03-06,2022,3,6,1124063,5843,6,2,2,1,11240
2022-03-06,2022,3,6,1124059,2609,6,2,0,1,11240
2022-03-06,2022,3,6,1124055,1940,6,2,0,1,11240
2022-03-06,2022,3,6,1124051,1670,6,2,0,1,11240
2022-03-07,2022,3,7,1124053,2640,0,2,0,0,11240
2022-03-07,2022,3,7,1124077,13621,0,2,0,0,11240
2022-03-07,2022,3,7,1124069,8475,0,2,25,0,11240
2022-03-07,2022,3,7,1124063,11526,0,2,2,0,11240
2022-03-07,2022,3,7,1124059,4797,0,2,0,0,11240
2022-03-07,2022,3,7,1124055,3223,0,2,0,0,11240
2022-03-07,2022,3,7,1124051,3438,0,2,0,0,11240
2022-03-07,2022,3,7,1124068,4380,0,2,2,0,11240
2022-03-07,2022,3,7,1124080,15089,0,2,4,0,11240
2022-03-07,2022,3,7,1124079,3604,0,2,8,0,11240
2022-03-07,2022,3,7,1124078,4355,0,2,0,0,11240
2022-03-07,2022,3,7,1124075,1793,0,2,0,0,11240
2022-03-07,2022,3,7,1124071,9293,0,2,0,0,11240
2022-03-07,2022,3,7,1124067,5991,0,2,0,0,11240
2022-03-07,2022,3,7,1124066,7543,0,2,15,0,11240
2022-03-07,2022,3,7,1124062,2081,0,2,0,0,11240
2022-03-07,2022,3,7,1124061,7888,0,2,7,0,11240
2022-03-07,2022,3,7,1124060,9799,0,2,0,0,11240
2022-03-07,2022,3,7,1124058,6286,0,2,0,0,11240
2022-03-07,2022,3,7,1124057,3086,0,2,0,0,11240
2022-03-07,2022,3,7,1124056,6054,0,2,0,0,11240
2022-03-07,2022,3,7,1124054,2914,0,2,0,0,11240
2022-03-07,2022,3,7,1124052,6734,0,2,0,0,11240
2022-03-07,2022,3,7,1124082,11517,0,2,26,0,11240
2022-03-07,2022,3,7,1124081,9846,0,2,26,0,11240
2022-03-07,2022,3,7,1124065,8780,0,2,20,0,11240
2022-03-07,2022,3,7,1124064,7148,0,2,0,0,11240
2022-03-08,2022,3,8,1124053,2700,1,2,0,0,11240
2022-03-08,2022,3,8,1124077,14080,1,2,0,0,11240
2022-03-08,2022,3,8,1124069,8739,1,2,20,0,11240
2022-03-08,2022,3,8,1124063,11822,1,2,7,0,11240
2022-03-08,2022,3,8,1124059,4919,1,2,0,0,11240
2022-03-08,2022,3,8,1124055,3329,1,2,0,0,11240
2022-03-08,2022,3,8,1124051,3485,1,2,0,0,11240
2022-03-08,2022,3,8,1124068,4376,1,2,0,0,11240
2022-03-08,2022,3,8,1124080,16115,1,2,6,0,11240
2022-03-08,2022,3,8,1124079,3780,1,2,4,0,11240
2022-03-08,2022,3,8,1124078,4290,1,2,1,0,11240
2022-03-08,2022,3,8,1124075,1745,1,2,0,0,11240
2022-03-08,2022,3,8,1124071,9762,1,2,1,0,11240
2022-03-08,2022,3,8,1124067,6133,1,2,0,0,11240
2022-03-08,2022,3,8,1124066,7636,1,2,16,0,11240
2022-03-08,2022,3,8,1124062,2099,1,2,0,0,11240
2022-03-08,2022,3,8,1124061,8085,1,2,6,0,11240
2022-03-08,2022,3,8,1124060,9819,1,2,0,0,11240
2022-03-08,2022,3,8,1124058,6370,1,2,0,0,11240
2022-03-08,2022,3,8,1124057,3115,1,2,0,0,11240
2022-03-08,2022,3,8,1124056,6004,1,2,0,0,11240
2022-03-08,2022,3,8,1124054,2938,1,2,0,0,11240
2022-03-08,2022,3,8,1124052,6718,1,2,0,0,11240
2022-03-08,2022,3,8,1124082,11939,1,2,36,0,11240
2022-03-08,2022,3,8,1124081,10164,1,2,16,0,11240
2022-03-08,2022,3,8,1124065,8982,1,2,8,0,11240
2022-03-08,2022,3,8,1124064,7188,1,2,0,0,11240
2022-03-09,2022,3,9,1124082,6173,2,2,14,1,11240
2022-03-09,2022,3,9,1124081,5962,2,2,13,1,11240
2022-03-09,2022,3,9,1124065,5111,2,2,2,1,11240
2022-03-09,2022,3,9,1124064,4569,2,2,0,1,11240
2022-03-09,2022,3,9,1124053,1563,2,2,0,1,11240
2022-03-09,2022,3,9,1124077,10188,2,2,0,1,11240
2022-03-09,2022,3,9,1124069,4782,2,2,10,1,11240
2022-03-09,2022,3,9,1124063,7269,2,2,2,1,11240
2022-03-09,2022,3,9,1124059,2913,2,2,0,1,11240
2022-03-09,2022,3,9,1124055,2220,2,2,0,1,11240
2022-03-09,2022,3,9,1124051,1973,2,2,0,1,11240
2022-03-09,2022,3,9,1124068,2330,2,2,2,1,11240
2022-03-09,2022,3,9,1124080,11055,2,2,7,1,11240
2022-03-09,2022,3,9,1124079,2157,2,2,4,1,11240
2022-03-09,2022,3,9,1124078,2174,2,2,0,1,11240
2022-03-09,2022,3,9,1124075,1073,2,2,0,1,11240
2022-03-09,2022,3,9,1124071,6550,2,2,0,1,11240
2022-03-09,2022,3,9,1124067,3755,2,2,0,1,11240
2022-03-09,2022,3,9,1124066,4759,2,2,10,1,11240
2022-03-09,2022,3,9,1124062,974,2,2,0,1,11240
2022-03-09,2022,3,9,1124061,5514,2,2,6,1,11240
2022-03-09,2022,3,9,1124060,5831,2,2,0,1,11240
2022-03-09,2022,3,9,1124058,4221,2,2,0,1,11240
2022-03-09,2022,3,9,1124057,1877,2,2,0,1,11240
2022-03-09,2022,3,9,1124056,4076,2,2,0,1,11240
2022-03-09,2022,3,9,1124054,1695,2,2,0,1,11240
2022-03-09,2022,3,9,1124052,3491,2,2,0,1,11240
2022-03-10,2022,3,10,1124053,2706,3,2,0,0,11240
2022-03-10,2022,3,10,1124077,13847,3,2,0,0,11240
2022-03-10,2022,3,10,1124069,8446,3,2,22,0,11240
2022-03-10,2022,3,10,1124063,11425,3,2,2,0,11240
2022-03-10,2022,3,10,1124059,4897,3,2,0,0,11240
2022-03-10,2022,3,10,1124055,3193,3,2,0,0,11240
2022-03-10,2022,3,10,1124051,3371,3,2,0,0,11240
2022-03-10,2022,3,10,1124068,4244,3,2,1,0,11240
2022-03-10,2022,3,10,1124080,15936,3,2,12,0,11240
2022-03-10,2022,3,10,1124079,4596,3,2,7,0,11240
2022-03-10,2022,3,10,1124078,4690,3,2,0,0,11240
2022-03-10,2022,3,10,1124075,1828,3,2,0,0,11240
2022-03-10,2022,3,10,1124071,9686,3,2,0,0,11240
2022-03-10,2022,3,10,1124067,5886,3,2,0,0,11240
2022-03-10,2022,3,10,1124066,7584,3,2,20,0,11240
2022-03-10,2022,3,10,1124062,2079,3,2,0,0,11240
2022-03-10,2022,3,10,1124061,8064,3,2,7,0,11240
2022-03-10,2022,3,10,1124060,9743,3,2,0,0,11240
2022-03-10,2022,3,10,1124058,6168,3,2,0,0,11240
2022-03-10,2022,3,10,1124057,3135,3,2,0,0,11240
2022-03-10,2022,3,10,1124056,5877,3,2,0,0,11240
2022-03-10,2022,3,10,1124054,2903,3,2,0,0,11240
2022-03-10,2022,3,10,1124052,6613,3,2,0,0,11240
2022-03-10,2022,3,10,1124082,11741,3,2,31,0,11240
2022-03-10,2022,3,10,1124081,9727,3,2,30,0,11240
2022-03-10,2022,3,10,1124065,8740,3,2,15,0,11240
2022-03-10,2022,3,10,1124064,7132,3,2,0,0,11240
2022-03-11,2022,3,11,1124082,12197,4,2,31,0,11240
2022-03-11,2022,3,11,1124081,10106,4,2,39,0,11240
2022-03-11,2022,3,11,1124065,9059,4,2,15,0,11240
2022-03-11,2022,3,11,1124064,7281,4,2,0,0,11240
2022-03-11,2022,3,11,1124053,2719,4,2,0,0,11240
2022-03-11,2022,3,11,1124077,14869,4,2,0,0,11240
2022-03-11,2022,3,11,1124069,8628,4,2,33,0,11240
2022-03-11,2022,3,11,1124063,12102,4,2,7,0,11240
2022-03-11,2022,3,11,1124059,5079,4,2,0,0,11240
2022-03-11,2022,3,11,1124055,3253,4,2,0,0,11240
2022-03-11,2022,3,11,1124051,3522,4,2,0,0,11240
2022-03-11,2022,3,11,1124068,4363,4,2,2,0,11240
2022-03-11,2022,3,11,1124080,16415,4,2,11,0,11240
2022-03-11,2022,3,11,1124079,3948,4,2,3,0,11240
2022-03-11,2022,3,11,1124078,4310,4,2,0,0,11240
2022-03-11,2022,3,11,1124075,1915,4,2,0,0,11240
2022-03-11,2022,3,11,1124071,9886,4,2,1,0,11240
2022-03-11,2022,3,11,1124067,6194,4,2,0,0,11240
2022-03-11,2022,3,11,1124066,7951,4,2,13,0,11240
2022-03-11,2022,3,11,1124062,2091,4,2,0,0,11240
2022-03-11,2022,3,11,1124061,8328,4,2,6,0,11240
2022-03-11,2022,3,11,1124060,10082,4,2,0,0,11240
2022-03-11,2022,3,11,1124058,6377,4,2,0,0,11240
2022-03-11,2022,3,11,1124057,3176,4,2,0,0,11240
2022-03-11,2022,3,11,1124056,6214,4,2,0,0,11240
2022-03-11,2022,3,11,1124054,2864,4,2,0,0,11240
2022-03-11,2022,3,11,1124052,6700,4,2,0,0,11240
2022-03-12,2022,3,12,1124082,7693,5,2,14,1,11240
2022-03-12,2022,3,12,1124081,6891,5,2,17,1,11240
2022-03-12,2022,3,12,1124065,5764,5,2,9,1,11240
2022-03-12,2022,3,12,1124064,5212,5,2,0,1,11240
2022-03-12,2022,3,12,1124053,1768,5,2,0,1,11240
2022-03-12,2022,3,12,1124077,11839,5,2,0,1,11240
2022-03-12,2022,3,12,1124069,5271,5,2,10,1,11240
2022-03-12,2022,3,12,1124063,8373,5,2,4,1,11240
2022-03-12,2022,3,12,1124059,3391,5,2,0,1,11240
2022-03-12,2022,3,12,1124055,2626,5,2,0,1,11240
2022-03-12,2022,3,12,1124051,2270,5,2,0,1,11240
2022-03-12,2022,3,12,1124068,2637,5,2,2,1,11240
2022-03-12,2022,3,12,1124080,12896,5,2,4,1,11240
2022-03-12,2022,3,12,1124079,3393,5,2,4,1,11240
2022-03-12,2022,3,12,1124078,3062,5,2,0,1,11240
2022-03-12,2022,3,12,1124075,1320,5,2,0,1,11240
2022-03-12,2022,3,12,1124071,7897,5,2,3,1,11240
2022-03-12,2022,3,12,1124067,4338,5,2,0,1,11240
2022-03-12,2022,3,12,1124066,5483,5,2,4,1,11240
2022-03-12,2022,3,12,1124062,1199,5,2,0,1,11240
2022-03-12,2022,3,12,1124061,6616,5,2,8,1,11240
2022-03-12,2022,3,12,1124060,6944,5,2,0,1,11240
2022-03-12,2022,3,12,1124058,4789,5,2,0,1,11240
2022-03-12,2022,3,12,1124057,2367,5,2,0,1,11240
2022-03-12,2022,3,12,1124056,4706,5,2,0,1,11240
2022-03-12,2022,3,12,1124054,1998,5,2,0,1,11240
2022-03-12,2022,3,12,1124052,3978,5,2,0,1,11240
2022-03-13,2022,3,13,1124082,4948,6,2,17,1,11240
2022-03-13,2022,3,13,1124081,4673,6,2,18,1,11240
2022-03-13,2022,3,13,1124065,3727,6,2,10,1,11240
2022-03-13,2022,3,13,1124064,3468,6,2,0,1,11240
2022-03-13,2022,3,13,1124053,1235,6,2,0,1,11240
2022-03-13,2022,3,13,1124077,8252,6,2,0,1,11240
2022-03-13,2022,3,13,1124069,3500,6,2,14,1,11240
2022-03-13,2022,3,13,1124063,5495,6,2,4,1,11240
2022-03-13,2022,3,13,1124059,2324,6,2,0,1,11240
2022-03-13,2022,3,13,1124055,1670,6,2,0,1,11240
2022-03-13,2022,3,13,1124051,1657,6,2,0,1,11240
2022-03-13,2022,3,13,1124068,1768,6,2,1,1,11240
2022-03-13,2022,3,13,1124080,8730,6,2,3,1,11240
2022-03-13,2022,3,13,1124079,2372,6,2,3,1,11240
2022-03-13,2022,3,13,1124078,2288,6,2,0,1,11240
2022-03-13,2022,3,13,1124075,832,6,2,0,1,11240
2022-03-13,2022,3,13,1124071,5284,6,2,0,1,11240
2022-03-13,2022,3,13,1124067,2801,6,2,0,1,11240
2022-03-13,2022,3,13,1124066,3332,6,2,15,1,11240
2022-03-13,2022,3,13,1124062,793,6,2,0,1,11240
2022-03-13,2022,3,13,1124061,4216,6,2,3,1,11240
2022-03-13,2022,3,13,1124060,4741,6,2,0,1,11240
2022-03-13,2022,3,13,1124058,3352,6,2,0,1,11240
2022-03-13,2022,3,13,1124057,1667,6,2,0,1,11240
2022-03-13,2022,3,13,1124056,3054,6,2,0,1,11240
2022-03-13,2022,3,13,1124054,1304,6,2,0,1,11240
2022-03-13,2022,3,13,1124052,2805,6,2,0,1,11240
2022-03-14,2022,3,14,1124082,4948,0,2,17,0,11240
2022-03-14,2022,3,14,1124081,4673,0,2,18,0,11240
2022-03-14,2022,3,14,1124065,3727,0,2,10,0,11240
2022-03-14,2022,3,14,1124064,3468,0,2,0,0,11240
2022-03-14,2022,3,14,1124053,1235,0,2,0,0,11240
2022-03-14,2022,3,14,1124077,8252,0,2,0,0,11240
2022-03-14,2022,3,14,1124069,3500,0,2,14,0,11240
2022-03-14,2022,3,14,1124063,5495,0,2,4,0,11240
2022-03-14,2022,3,14,1124059,2324,0,2,0,0,11240
2022-03-14,2022,3,14,1124055,1670,0,2,0,0,11240
2022-03-14,2022,3,14,1124051,1657,0,2,0,0,11240
2022-03-14,2022,3,14,1124068,1768,0,2,1,0,11240
2022-03-14,2022,3,14,1124080,8730,0,2,3,0,11240
2022-03-14,2022,3,14,1124079,2372,0,2,3,0,11240
2022-03-14,2022,3,14,1124078,2288,0,2,0,0,11240
2022-03-14,2022,3,14,1124075,832,0,2,0,0,11240
2022-03-14,2022,3,14,1124071,5284,0,2,0,0,11240
2022-03-14,2022,3,14,1124067,2801,0,2,0,0,11240
2022-03-14,2022,3,14,1124066,3332,0,2,15,0,11240
2022-03-14,2022,3,14,1124062,793,0,2,0,0,11240
2022-03-14,2022,3,14,1124061,4216,0,2,3,0,11240
2022-03-14,2022,3,14,1124060,4741,0,2,0,0,11240
2022-03-14,2022,3,14,1124058,3352,0,2,0,0,11240
2022-03-14,2022,3,14,1124057,1667,0,2,0,0,11240
2022-03-14,2022,3,14,1124056,3054,0,2,0,0,11240
2022-03-14,2022,3,14,1124054,1304,0,2,0,0,11240
2022-03-14,2022,3,14,1124052,2805,0,2,0,0,11240
2022-03-15,2022,3,15,1124082,11973,1,2,17,0,11240
2022-03-15,2022,3,15,1124081,10030,1,2,14,0,11240
2022-03-15,2022,3,15,1124065,8916,1,2,9,0,11240
2022-03-15,2022,3,15,1124064,7189,1,2,0,0,11240
2022-03-15,2022,3,15,1124053,2641,1,2,0,0,11240
2022-03-15,2022,3,15,1124077,13493,1,2,0,0,11240
2022-03-15,2022,3,15,1124069,8566,1,2,18,0,11240
2022-03-15,2022,3,15,1124063,11633,1,2,1,0,11240
2022-03-15,2022,3,15,1124059,4991,1,2,0,0,11240
2022-03-15,2022,3,15,1124055,3316,1,2,0,0,11240
2022-03-15,2022,3,15,1124051,3435,1,2,0,0,11240
2022-03-15,2022,3,15,1124068,4360,1,2,0,0,11240
2022-03-15,2022,3,15,1124080,15781,1,2,7,0,11240
2022-03-15,2022,3,15,1124079,3701,1,2,4,0,11240
2022-03-15,2022,3,15,1124078,4128,1,2,0,0,11240
2022-03-15,2022,3,15,1124075,1844,1,2,0,0,11240
2022-03-15,2022,3,15,1124071,9220,1,2,1,0,11240
2022-03-15,2022,3,15,1124067,6181,1,2,0,0,11240
2022-03-15,2022,3,15,1124066,7619,1,2,22,0,11240
2022-03-15,2022,3,15,1124062,2151,1,2,0,0,11240
2022-03-15,2022,3,15,1124061,7946,1,2,5,0,11240
2022-03-15,2022,3,15,1124060,9795,1,2,0,0,11240
2022-03-15,2022,3,15,1124058,6069,1,2,0,0,11240
2022-03-15,2022,3,15,1124057,3054,1,2,0,0,11240
2022-03-15,2022,3,15,1124056,5993,1,2,0,0,11240
2022-03-15,2022,3,15,1124054,3060,1,2,0,0,11240
2022-03-15,2022,3,15,1124052,6496,1,2,0,0,11240
2022-03-16,2022,3,16,1124053,2717,2,2,0,0,11240
2022-03-16,2022,3,16,1124077,13659,2,2,0,0,11240
2022-03-16,2022,3,16,1124069,8661,2,2,15,0,11240
2022-03-16,2022,3,16,1124063,11789,2,2,0,0,11240
2022-03-16,2022,3,16,1124059,5081,2,2,0,0,11240
2022-03-16,2022,3,16,1124055,3339,2,2,0,0,11240
2022-03-16,2022,3,16,1124051,3443,2,2,0,0,11240
2022-03-16,2022,3,16,1124068,4456,2,2,1,0,11240
2022-03-16,2022,3,16,1124080,15910,2,2,3,0,11240
2022-03-16,2022,3,16,1124079,3572,2,2,4,0,11240
2022-03-16,2022,3,16,1124078,4171,2,2,0,0,11240
2022-03-16,2022,3,16,1124075,1809,2,2,0,0,11240
2022-03-16,2022,3,16,1124071,9294,2,2,2,0,11240
2022-03-16,2022,3,16,1124067,6101,2,2,0,0,11240
2022-03-16,2022,3,16,1124066,7628,2,2,15,0,11240
2022-03-16,2022,3,16,1124062,2104,2,2,0,0,11240
2022-03-16,2022,3,16,1124061,8063,2,2,1,0,11240
2022-03-16,2022,3,16,1124060,9721,2,2,0,0,11240
2022-03-16,2022,3,16,1124058,6046,2,2,0,0,11240
2022-03-16,2022,3,16,1124057,3081,2,2,0,0,11240
2022-03-16,2022,3,16,1124056,6089,2,2,0,0,11240
2022-03-16,2022,3,16,1124054,2819,2,2,0,0,11240
2022-03-16,2022,3,16,1124052,6778,2,2,0,0,11240
2022-03-16,2022,3,16,1124082,12033,2,2,23,0,11240
2022-03-16,2022,3,16,1124081,10047,2,2,24,0,11240
2022-03-16,2022,3,16,1124065,8911,2,2,20,0,11240
2022-03-16,2022,3,16,1124064,7182,2,2,0,0,11240
2022-03-17,2022,3,17,1124082,12027,3,2,33,0,11240
2022-03-17,2022,3,17,1124081,9737,3,2,22,0,11240
2022-03-17,2022,3,17,1124065,8834,3,2,9,0,11240
2022-03-17,2022,3,17,1124064,7068,3,2,0,0,11240
2022-03-17,2022,3,17,1124053,2673,3,2,0,0,11240
2022-03-17,2022,3,17,1124077,13452,3,2,0,0,11240
2022-03-17,2022,3,17,1124069,8681,3,2,16,0,11240
2022-03-17,2022,3,17,1124063,11558,3,2,2,0,11240
2022-03-17,2022,3,17,1124059,4967,3,2,0,0,11240
2022-03-17,2022,3,17,1124055,3341,3,2,0,0,11240
2022-03-17,2022,3,17,1124051,3392,3,2,0,0,11240
2022-03-17,2022,3,17,1124068,4330,3,2,3,0,11240
2022-03-17,2022,3,17,1124080,15598,3,2,5,0,11240
2022-03-17,2022,3,17,1124079,3708,3,2,1,0,11240
2022-03-17,2022,3,17,1124078,4207,3,2,0,0,11240
2022-03-17,2022,3,17,1124075,1837,3,2,0,0,11240
2022-03-17,2022,3,17,1124071,9304,3,2,1,0,11240
2022-03-17,2022,3,17,1124067,6069,3,2,0,0,11240
2022-03-17,2022,3,17,1124066,7696,3,2,17,0,11240
2022-03-17,2022,3,17,1124062,2078,3,2,0,0,11240
2022-03-17,2022,3,17,1124061,8009,3,2,4,0,11240
2022-03-17,2022,3,17,1124060,9739,3,2,0,0,11240
2022-03-17,2022,3,17,1124058,6159,3,2,0,0,11240
2022-03-17,2022,3,17,1124057,3052,3,2,0,0,11240
2022-03-17,2022,3,17,1124056,5935,3,2,0,0,11240
2022-03-17,2022,3,17,1124054,2969,3,2,0,0,11240
2022-03-17,2022,3,17,1124052,6533,3,2,0,0,11240
2022-03-18,2022,3,18,1124082,12227,4,2,24,0,11240
2022-03-18,2022,3,18,1124081,10462,4,2,35,0,11240
2022-03-18,2022,3,18,1124065,8956,4,2,18,0,11240
2022-03-18,2022,3,18,1124064,7344,4,2,0,0,11240
2022-03-18,2022,3,18,1124053,2687,4,2,0,0,11240
2022-03-18,2022,3,18,1124077,14099,4,2,0,0,11240
2022-03-18,2022,3,18,1124069,8790,4,2,37,0,11240
2022-03-18,2022,3,18,1124063,11898,4,2,8,0,11240
2022-03-18,2022,3,18,1124059,5013,4,2,0,0,11240
2022-03-18,2022,3,18,1124055,3485,4,2,0,0,11240
2022-03-18,2022,3,18,1124051,3416,4,2,0,0,11240
2022-03-18,2022,3,18,1124068,4249,4,2,2,0,11240
2022-03-18,2022,3,18,1124080,16156,4,2,11,0,11240
2022-03-18,2022,3,18,1124079,3682,4,2,4,0,11240
2022-03-18,2022,3,18,1124078,4111,4,2,0,0,11240
2022-03-18,2022,3,18,1124075,1839,4,2,0,0,11240
2022-03-18,2022,3,18,1124071,9875,4,2,2,0,11240
2022-03-18,2022,3,18,1124067,6371,4,2,0,0,11240
2022-03-18,2022,3,18,1124066,7656,4,2,16,0,11240
2022-03-18,2022,3,18,1124062,2147,4,2,0,0,11240
2022-03-18,2022,3,18,1124061,8186,4,2,7,0,11240
2022-03-18,2022,3,18,1124060,9888,4,2,0,0,11240
2022-03-18,2022,3,18,1124058,6389,4,2,0,0,11240
2022-03-18,2022,3,18,1124057,3201,4,2,0,0,11240
2022-03-18,2022,3,18,1124056,6220,4,2,0,0,11240
2022-03-18,2022,3,18,1124054,2922,4,2,0,0,11240
2022-03-18,2022,3,18,1124052,6562,4,2,0,0,11240
2022-03-19,2022,3,19,1124082,7073,5,2,18,1,11240
2022-03-19,2022,3,19,1124081,6499,5,2,34,1,11240
2022-03-19,2022,3,19,1124065,5413,5,2,7,1,11240
2022-03-19,2022,3,19,1124064,4935,5,2,0,1,11240
2022-03-19,2022,3,19,1124053,1654,5,2,0,1,11240
2022-03-19,2022,3,19,1124077,10676,5,2,0,1,11240
2022-03-19,2022,3,19,1124069,5007,5,2,16,1,11240
2022-03-19,2022,3,19,1124063,7686,5,2,3,1,11240
