busdate,yy,mm,dd,dong_id,guest_cnt,ww,hh,g_cnt,wd,동
2022-03-03,2022,3,3,1102052,26795,3,10,692,0,소공동
2022-03-03,2022,3,3,1102054,25969,3,10,926,0,회현동
2022-03-03,2022,3,3,1102073,1109,3,10,64,0,동화동
2022-03-03,2022,3,3,1102068,4266,3,10,153,0,중림동
2022-03-03,2022,3,3,1102059,10772,3,10,387,0,광희동
2022-03-04,2022,3,4,1102073,1190,4,10,75,0,동화동
2022-03-04,2022,3,4,1102068,4501,4,10,184,0,중림동
2022-03-04,2022,3,4,1102059,10860,4,10,411,0,광희동
2022-03-04,2022,3,4,1102054,26837,4,10,954,0,회현동
2022-03-04,2022,3,4,1102052,26669,4,10,727,0,소공동
2022-03-04,2022,3,4,1102058,2658,4,10,115,0,장충동
2022-03-04,2022,3,4,1102057,3123,4,10,138,0,필동
2022-03-04,2022,3,4,1102055,18925,4,10,744,0,명동
2022-03-04,2022,3,4,1102072,2406,4,10,105,0,청구동
2022-03-04,2022,3,4,1102071,3725,4,10,197,0,약수동
2022-03-04,2022,3,4,1102070,3479,4,10,167,0,다산동
2022-03-04,2022,3,4,1102069,4078,4,10,231,0,신당동
2022-03-04,2022,3,4,1102067,3427,4,10,177,0,황학동
2022-03-04,2022,3,4,1102065,5578,4,10,210,0,신당5동
2022-03-04,2022,3,4,1102060,3832,4,10,107,0,을지로동
2022-03-05,2022,3,5,1102073,864,5,10,63,1,동화동
2022-03-05,2022,3,5,1102068,2845,5,10,174,1,중림동
2022-03-05,2022,3,5,1102059,8279,5,10,300,1,광희동
2022-03-05,2022,3,5,1102054,19114,5,10,829,1,회현동
2022-03-05,2022,3,5,1102052,16822,5,10,531,1,소공동
2022-03-05,2022,3,5,1102058,2388,5,10,112,1,장충동
2022-03-05,2022,3,5,1102057,1978,5,10,97,1,필동
2022-03-05,2022,3,5,1102055,11467,5,10,549,1,명동
2022-03-05,2022,3,5,1102071,2697,5,10,167,1,약수동
2022-03-05,2022,3,5,1102070,2351,5,10,158,1,다산동
2022-03-05,2022,3,5,1102069,2450,5,10,138,1,신당동
2022-03-05,2022,3,5,1102067,2618,5,10,129,1,황학동
2022-03-05,2022,3,5,1102065,4197,5,10,221,1,신당5동
2022-03-05,2022,3,5,1102060,2543,5,10,99,1,을지로동
2022-03-05,2022,3,5,1102072,1627,5,10,81,1,청구동
2022-03-06,2022,3,6,1102073,580,6,10,39,1,동화동
2022-03-06,2022,3,6,1102068,2151,6,10,138,1,중림동
2022-03-06,2022,3,6,1102059,6295,6,10,211,1,광희동
2022-03-06,2022,3,6,1102054,13768,6,10,605,1,회현동
2022-03-06,2022,3,6,1102052,11479,6,10,339,1,소공동
2022-03-06,2022,3,6,1102070,1642,6,10,108,1,다산동
2022-03-06,2022,3,6,1102069,1536,6,10,72,1,신당동
2022-03-06,2022,3,6,1102067,2048,6,10,120,1,황학동
2022-03-06,2022,3,6,1102065,3061,6,10,132,1,신당5동
2022-03-06,2022,3,6,1102060,1389,6,10,57,1,을지로동
2022-03-06,2022,3,6,1102071,1700,6,10,158,1,약수동
2022-03-06,2022,3,6,1102072,1226,6,10,69,1,청구동
2022-03-06,2022,3,6,1102058,2280,6,10,117,1,장충동
2022-03-06,2022,3,6,1102055,8642,6,10,336,1,명동
2022-03-06,2022,3,6,1102057,1533,6,10,69,1,필동
2022-03-07,2022,3,7,1102073,1158,0,10,71,0,동화동
2022-03-07,2022,3,7,1102068,4266,0,10,165,0,중림동
2022-03-07,2022,3,7,1102059,10519,0,10,361,0,광희동
2022-03-07,2022,3,7,1102054,25262,0,10,956,0,회현동
2022-03-07,2022,3,7,1102052,25060,0,10,676,0,소공동
2022-03-07,2022,3,7,1102058,2699,0,10,99,0,장충동
2022-03-07,2022,3,7,1102057,3234,0,10,143,0,필동
2022-03-07,2022,3,7,1102055,18681,0,10,859,0,명동
2022-03-07,2022,3,7,1102072,2350,0,10,93,0,청구동
2022-03-07,2022,3,7,1102071,3576,0,10,199,0,약수동
2022-03-07,2022,3,7,1102070,3372,0,10,174,0,다산동
2022-03-07,2022,3,7,1102069,4111,0,10,269,0,신당동
2022-03-07,2022,3,7,1102065,5225,0,10,169,0,신당5동
2022-03-07,2022,3,7,1102060,3592,0,10,116,0,을지로동
2022-03-07,2022,3,7,1102067,3229,0,10,176,0,황학동
2022-03-08,2022,3,8,1102073,1188,1,10,65,0,동화동
2022-03-08,2022,3,8,1102068,4309,1,10,146,0,중림동
2022-03-08,2022,3,8,1102059,11140,1,10,398,0,광희동
2022-03-08,2022,3,8,1102054,26482,1,10,952,0,회현동
2022-03-08,2022,3,8,1102052,27901,1,10,694,0,소공동
2022-03-08,2022,3,8,1102058,2681,1,10,101,0,장충동
2022-03-08,2022,3,8,1102057,3284,1,10,124,0,필동
2022-03-08,2022,3,8,1102055,20090,1,10,814,0,명동
2022-03-08,2022,3,8,1102072,2412,1,10,97,0,청구동
2022-03-08,2022,3,8,1102071,3588,1,10,169,0,약수동
2022-03-08,2022,3,8,1102070,3551,1,10,177,0,다산동
2022-03-08,2022,3,8,1102069,4257,1,10,246,0,신당동
2022-03-08,2022,3,8,1102065,5481,1,10,195,0,신당5동
2022-03-08,2022,3,8,1102060,3793,1,10,128,0,을지로동
2022-03-08,2022,3,8,1102067,3442,1,10,161,0,황학동
2022-03-09,2022,3,9,1102073,836,2,10,73,1,동화동
2022-03-09,2022,3,9,1102068,2408,2,10,155,1,중림동
2022-03-09,2022,3,9,1102054,17663,2,10,686,1,회현동
2022-03-09,2022,3,9,1102059,8955,2,10,260,1,광희동
2022-03-09,2022,3,9,1102052,14951,2,10,401,1,소공동
2022-03-09,2022,3,9,1102058,2655,2,10,115,1,장충동
2022-03-09,2022,3,9,1102057,2059,2,10,86,1,필동
2022-03-09,2022,3,9,1102072,1530,2,10,57,1,청구동
2022-03-09,2022,3,9,1102071,2235,2,10,141,1,약수동
2022-03-09,2022,3,9,1102070,2078,2,10,123,1,다산동
2022-03-09,2022,3,9,1102069,2598,2,10,126,1,신당동
2022-03-09,2022,3,9,1102067,2565,2,10,153,1,황학동
2022-03-09,2022,3,9,1102065,3845,2,10,140,1,신당5동
2022-03-09,2022,3,9,1102060,2421,2,10,92,1,을지로동
2022-03-09,2022,3,9,1102055,10354,2,10,457,1,명동
2022-03-10,2022,3,10,1102073,1154,3,10,63,0,동화동
2022-03-10,2022,3,10,1102068,4410,3,10,188,0,중림동
2022-03-10,2022,3,10,1102059,11073,3,10,383,0,광희동
2022-03-10,2022,3,10,1102054,25439,3,10,894,0,회현동
2022-03-10,2022,3,10,1102052,26145,3,10,737,0,소공동
2022-03-10,2022,3,10,1102058,2824,3,10,111,0,장충동
2022-03-10,2022,3,10,1102057,3190,3,10,92,0,필동
2022-03-10,2022,3,10,1102055,18896,3,10,835,0,명동
2022-03-10,2022,3,10,1102072,2301,3,10,91,0,청구동
2022-03-10,2022,3,10,1102071,3632,3,10,167,0,약수동
2022-03-10,2022,3,10,1102070,3425,3,10,164,0,다산동
2022-03-10,2022,3,10,1102069,4026,3,10,260,0,신당동
2022-03-10,2022,3,10,1102065,5351,3,10,179,0,신당5동
2022-03-10,2022,3,10,1102060,3701,3,10,125,0,을지로동
2022-03-10,2022,3,10,1102067,3248,3,10,167,0,황학동
2022-03-11,2022,3,11,1102073,1152,4,10,65,0,동화동
2022-03-11,2022,3,11,1102068,4280,4,10,190,0,중림동
2022-03-11,2022,3,11,1102054,27505,4,10,950,0,회현동
2022-03-11,2022,3,11,1102059,11624,4,10,369,0,광희동
2022-03-11,2022,3,11,1102052,26667,4,10,695,0,소공동
2022-03-11,2022,3,11,1102058,3017,4,10,143,0,장충동
2022-03-11,2022,3,11,1102057,3293,4,10,122,0,필동
2022-03-11,2022,3,11,1102072,2379,4,10,93,0,청구동
2022-03-11,2022,3,11,1102071,3579,4,10,227,0,약수동
2022-03-11,2022,3,11,1102070,3526,4,10,180,0,다산동
2022-03-11,2022,3,11,1102069,4027,4,10,246,0,신당동
2022-03-11,2022,3,11,1102067,3343,4,10,169,0,황학동
2022-03-11,2022,3,11,1102065,5579,4,10,189,0,신당5동
2022-03-11,2022,3,11,1102060,3888,4,10,125,0,을지로동
2022-03-11,2022,3,11,1102055,19121,4,10,765,0,명동
2022-03-12,2022,3,12,1102073,858,5,10,59,1,동화동
2022-03-12,2022,3,12,1102068,2967,5,10,197,1,중림동
2022-03-12,2022,3,12,1102054,19771,5,10,863,1,회현동
2022-03-12,2022,3,12,1102059,8906,5,10,270,1,광희동
2022-03-12,2022,3,12,1102052,17437,5,10,515,1,소공동
2022-03-12,2022,3,12,1102058,2807,5,10,127,1,장충동
2022-03-12,2022,3,12,1102057,2206,5,10,103,1,필동
2022-03-12,2022,3,12,1102072,1684,5,10,92,1,청구동
2022-03-12,2022,3,12,1102071,2602,5,10,186,1,약수동
2022-03-12,2022,3,12,1102070,2508,5,10,179,1,다산동
2022-03-12,2022,3,12,1102069,2385,5,10,109,1,신당동
2022-03-12,2022,3,12,1102067,2769,5,10,149,1,황학동
2022-03-12,2022,3,12,1102065,4319,5,10,237,1,신당5동
2022-03-12,2022,3,12,1102060,2522,5,10,98,1,을지로동
2022-03-12,2022,3,12,1102055,12139,5,10,569,1,명동
2022-03-13,2022,3,13,1102073,539,6,10,30,1,동화동
2022-03-13,2022,3,13,1102068,1948,6,10,117,1,중림동
2022-03-13,2022,3,13,1102054,12115,6,10,526,1,회현동
2022-03-13,2022,3,13,1102059,5479,6,10,173,1,광희동
2022-03-13,2022,3,13,1102052,10225,6,10,305,1,소공동
2022-03-13,2022,3,13,1102058,1604,6,10,66,1,장충동
2022-03-13,2022,3,13,1102057,1185,6,10,49,1,필동
2022-03-13,2022,3,13,1102072,1101,6,10,64,1,청구동
2022-03-13,2022,3,13,1102071,1599,6,10,111,1,약수동
2022-03-13,2022,3,13,1102070,1463,6,10,102,1,다산동
2022-03-13,2022,3,13,1102069,1194,6,10,60,1,신당동
2022-03-13,2022,3,13,1102067,1533,6,10,89,1,황학동
2022-03-13,2022,3,13,1102065,2688,6,10,135,1,신당5동
2022-03-13,2022,3,13,1102060,1347,6,10,57,1,을지로동
2022-03-13,2022,3,13,1102055,7855,6,10,320,1,명동
2022-03-14,2022,3,14,1102073,539,0,10,30,0,동화동
2022-03-14,2022,3,14,1102068,1948,0,10,117,0,중림동
2022-03-14,2022,3,14,1102059,5479,0,10,173,0,광희동
2022-03-14,2022,3,14,1102054,12115,0,10,526,0,회현동
2022-03-14,2022,3,14,1102052,10225,0,10,305,0,소공동
2022-03-14,2022,3,14,1102058,1604,0,10,66,0,장충동
2022-03-14,2022,3,14,1102057,1185,0,10,49,0,필동
2022-03-14,2022,3,14,1102072,1101,0,10,64,0,청구동
2022-03-14,2022,3,14,1102071,1599,0,10,111,0,약수동
2022-03-14,2022,3,14,1102070,1463,0,10,102,0,다산동
2022-03-14,2022,3,14,1102069,1194,0,10,60,0,신당동
2022-03-14,2022,3,14,1102067,1533,0,10,89,0,황학동
2022-03-14,2022,3,14,1102065,2688,0,10,135,0,신당5동
2022-03-14,2022,3,14,1102060,1347,0,10,57,0,을지로동
2022-03-14,2022,3,14,1102055,7855,0,10,320,0,명동
2022-03-15,2022,3,15,1102073,1149,1,10,52,0,동화동
2022-03-15,2022,3,15,1102068,4282,1,10,175,0,중림동
2022-03-15,2022,3,15,1102059,10437,1,10,376,0,광희동
2022-03-15,2022,3,15,1102052,26635,1,10,694,0,소공동
2022-03-15,2022,3,15,1102054,25713,1,10,922,0,회현동
2022-03-15,2022,3,15,1102058,2704,1,10,106,0,장충동
2022-03-15,2022,3,15,1102057,3062,1,10,115,0,필동
2022-03-15,2022,3,15,1102072,2277,1,10,83,0,청구동
2022-03-15,2022,3,15,1102071,3545,1,10,186,0,약수동
2022-03-15,2022,3,15,1102070,3343,1,10,204,0,다산동
2022-03-15,2022,3,15,1102069,4057,1,10,220,0,신당동
2022-03-15,2022,3,15,1102067,3226,1,10,171,0,황학동
2022-03-15,2022,3,15,1102065,5228,1,10,213,0,신당5동
2022-03-15,2022,3,15,1102060,3697,1,10,120,0,을지로동
2022-03-15,2022,3,15,1102055,18725,1,10,762,0,명동
2022-03-16,2022,3,16,1102073,1152,2,10,78,0,동화동
2022-03-16,2022,3,16,1102068,4154,2,10,187,0,중림동
2022-03-16,2022,3,16,1102059,11076,2,10,408,0,광희동
2022-03-16,2022,3,16,1102054,25824,2,10,925,0,회현동
2022-03-16,2022,3,16,1102052,26378,2,10,740,0,소공동
2022-03-16,2022,3,16,1102057,3291,2,10,121,0,필동
2022-03-16,2022,3,16,1102055,18954,2,10,836,0,명동
2022-03-16,2022,3,16,1102058,2839,2,10,90,0,장충동
2022-03-16,2022,3,16,1102072,2352,2,10,110,0,청구동
2022-03-16,2022,3,16,1102071,3446,2,10,170,0,약수동
2022-03-16,2022,3,16,1102070,3455,2,10,168,0,다산동
2022-03-16,2022,3,16,1102069,3966,2,10,227,0,신당동
2022-03-16,2022,3,16,1102067,3255,2,10,173,0,황학동
2022-03-16,2022,3,16,1102065,5218,2,10,168,0,신당5동
2022-03-16,2022,3,16,1102060,3661,2,10,108,0,을지로동
2022-03-17,2022,3,17,1102073,1153,3,10,62,0,동화동
2022-03-17,2022,3,17,1102068,4205,3,10,175,0,중림동
2022-03-17,2022,3,17,1102059,10500,3,10,373,0,광희동
2022-03-17,2022,3,17,1102054,25023,3,10,916,0,회현동
2022-03-17,2022,3,17,1102052,25597,3,10,682,0,소공동
2022-03-17,2022,3,17,1102058,2783,3,10,117,0,장충동
2022-03-17,2022,3,17,1102057,3099,3,10,106,0,필동
2022-03-17,2022,3,17,1102055,18364,3,10,824,0,명동
2022-03-17,2022,3,17,1102072,2325,3,10,74,0,청구동
2022-03-17,2022,3,17,1102071,3573,3,10,171,0,약수동
2022-03-17,2022,3,17,1102070,3327,3,10,185,0,다산동
2022-03-17,2022,3,17,1102069,4053,3,10,194,0,신당동
2022-03-17,2022,3,17,1102067,3243,3,10,198,0,황학동
2022-03-17,2022,3,17,1102065,5284,3,10,150,0,신당5동
2022-03-17,2022,3,17,1102060,3623,3,10,115,0,을지로동
2022-03-18,2022,3,18,1102073,1194,4,10,48,0,동화동
2022-03-18,2022,3,18,1102068,4342,4,10,191,0,중림동
2022-03-18,2022,3,18,1102054,26150,4,10,928,0,회현동
2022-03-18,2022,3,18,1102059,11076,4,10,431,0,광희동
2022-03-18,2022,3,18,1102052,25568,4,10,709,0,소공동
2022-03-18,2022,3,18,1102058,2823,4,10,102,0,장충동
2022-03-18,2022,3,18,1102057,3253,4,10,132,0,필동
2022-03-18,2022,3,18,1102072,2279,4,10,100,0,청구동
2022-03-18,2022,3,18,1102071,3534,4,10,187,0,약수동
2022-03-18,2022,3,18,1102070,3453,4,10,150,0,다산동
2022-03-18,2022,3,18,1102069,4042,4,10,229,0,신당동
2022-03-18,2022,3,18,1102067,3341,4,10,182,0,황학동
2022-03-18,2022,3,18,1102065,5383,4,10,179,0,신당5동
2022-03-18,2022,3,18,1102060,3771,4,10,119,0,을지로동
2022-03-18,2022,3,18,1102055,18362,4,10,777,0,명동
2022-03-19,2022,3,19,1102068,2641,5,10,142,1,중림동
2022-03-19,2022,3,19,1102073,771,5,10,46,1,동화동
2022-03-19,2022,3,19,1102059,7750,5,10,265,1,광희동
2022-03-19,2022,3,19,1102054,16996,5,10,695,1,회현동
2022-03-19,2022,3,19,1102052,14450,5,10,441,1,소공동
2022-03-19,2022,3,19,1102058,2592,5,10,93,1,장충동
2022-03-19,2022,3,19,1102057,1730,5,10,93,1,필동
2022-03-19,2022,3,19,1102072,1545,5,10,93,1,청구동
2022-03-19,2022,3,19,1102071,2293,5,10,145,1,약수동
2022-03-19,2022,3,19,1102070,2096,5,10,133,1,다산동
2022-03-19,2022,3,19,1102069,2231,5,10,112,1,신당동
2022-03-19,2022,3,19,1102067,2375,5,10,127,1,황학동
2022-03-19,2022,3,19,1102065,3925,5,10,145,1,신당5동
2022-03-19,2022,3,19,1102060,2284,5,10,64,1,을지로동
2022-03-19,2022,3,19,1102055,10456,5,10,395,1,명동
2022-03-20,2022,3,20,1102073,599,6,10,43,1,동화동
2022-03-20,2022,3,20,1102068,2064,6,10,120,1,중림동
2022-03-20,2022,3,20,1102059,6697,6,10,187,1,광희동
2022-03-20,2022,3,20,1102054,14500,6,10,540,1,회현동
2022-03-20,2022,3,20,1102052,11814,6,10,307,1,소공동
2022-03-20,2022,3,20,1102058,2653,6,10,96,1,장충동
2022-03-20,2022,3,20,1102057,1693,6,10,53,1,필동
2022-03-20,2022,3,20,1102072,1208,6,10,69,1,청구동
2022-03-20,2022,3,20,1102071,1749,6,10,110,1,약수동
2022-03-20,2022,3,20,1102070,1643,6,10,104,1,다산동
2022-03-20,2022,3,20,1102069,1578,6,10,63,1,신당동
2022-03-20,2022,3,20,1102067,1988,6,10,97,1,황학동
2022-03-20,2022,3,20,1102065,3012,6,10,142,1,신당5동
2022-03-20,2022,3,20,1102060,1434,6,10,31,1,을지로동
2022-03-20,2022,3,20,1102055,9154,6,10,372,1,명동
2022-03-21,2022,3,21,1102073,1139,0,10,53,0,동화동
2022-03-21,2022,3,21,1102068,4410,0,10,196,0,중림동
2022-03-21,2022,3,21,1102059,10353,0,10,403,0,광희동
2022-03-21,2022,3,21,1102054,25330,0,10,960,0,회현동
2022-03-21,2022,3,21,1102052,25908,0,10,637,0,소공동
2022-03-21,2022,3,21,1102058,2641,0,10,93,0,장충동
2022-03-21,2022,3,21,1102057,3101,0,10,124,0,필동
2022-03-21,2022,3,21,1102055,18734,0,10,769,0,명동
2022-03-21,2022,3,21,1102072,2284,0,10,84,0,청구동
2022-03-21,2022,3,21,1102071,3553,0,10,182,0,약수동
2022-03-21,2022,3,21,1102070,3403,0,10,156,0,다산동
2022-03-21,2022,3,21,1102069,3928,0,10,237,0,신당동
2022-03-21,2022,3,21,1102065,5342,0,10,194,0,신당5동
2022-03-21,2022,3,21,1102060,3643,0,10,133,0,을지로동
2022-03-21,2022,3,21,1102067,3319,0,10,193,0,황학동
2022-03-22,2022,3,22,1102073,1186,1,10,56,0,동화동
2022-03-22,2022,3,22,1102068,4226,1,10,179,0,중림동
2022-03-22,2022,3,22,1102054,25907,1,10,906,0,회현동
2022-03-22,2022,3,22,1102059,10878,1,10,429,0,광희동
2022-03-22,2022,3,22,1102052,26822,1,10,677,0,소공동
2022-03-22,2022,3,22,1102058,2933,1,10,87,0,장충동
2022-03-22,2022,3,22,1102057,3243,1,10,115,0,필동
2022-03-22,2022,3,22,1102072,2308,1,10,102,0,청구동
2022-03-22,2022,3,22,1102071,3606,1,10,169,0,약수동
2022-03-22,2022,3,22,1102070,3549,1,10,197,0,다산동
2022-03-22,2022,3,22,1102069,4028,1,10,233,0,신당동
2022-03-22,2022,3,22,1102067,3299,1,10,159,0,황학동
2022-03-22,2022,3,22,1102065,5418,1,10,160,0,신당5동
2022-03-22,2022,3,22,1102060,3799,1,10,126,0,을지로동
2022-03-22,2022,3,22,1102055,19257,1,10,834,0,명동
2022-03-23,2022,3,23,1102073,1195,2,10,65,0,동화동
2022-03-23,2022,3,23,1102068,4270,2,10,178,0,중림동
2022-03-23,2022,3,23,1102054,25493,2,10,931,0,회현동
2022-03-23,2022,3,23,1102059,10944,2,10,350,0,광희동
2022-03-23,2022,3,23,1102052,26425,2,10,652,0,소공동
2022-03-23,2022,3,23,1102058,2941,2,10,106,0,장충동
2022-03-23,2022,3,23,1102057,3170,2,10,114,0,필동
2022-03-23,2022,3,23,1102072,2371,2,10,80,0,청구동
2022-03-23,2022,3,23,1102071,3557,2,10,195,0,약수동
2022-03-23,2022,3,23,1102070,3354,2,10,167,0,다산동
2022-03-23,2022,3,23,1102069,3995,2,10,217,0,신당동
2022-03-23,2022,3,23,1102067,3354,2,10,182,0,황학동
2022-03-23,2022,3,23,1102065,5425,2,10,185,0,신당5동
2022-03-23,2022,3,23,1102060,3633,2,10,98,0,을지로동
2022-03-23,2022,3,23,1102055,19123,2,10,797,0,명동
2022-03-24,2022,3,24,1102073,1149,3,10,53,0,동화동
2022-03-24,2022,3,24,1102068,4374,3,10,147,0,중림동
2022-03-24,2022,3,24,1102054,26438,3,10,959,0,회현동
2022-03-24,2022,3,24,1102059,11813,3,10,399,0,광희동
2022-03-24,2022,3,24,1102052,27541,3,10,697,0,소공동
2022-03-24,2022,3,24,1102058,2962,3,10,121,0,장충동
2022-03-24,2022,3,24,1102057,3561,3,10,111,0,필동
2022-03-24,2022,3,24,1102072,2334,3,10,102,0,청구동
2022-03-24,2022,3,24,1102071,3739,3,10,171,0,약수동
2022-03-24,2022,3,24,1102070,3647,3,10,198,0,다산동
2022-03-24,2022,3,24,1102069,4090,3,10,219,0,신당동
2022-03-24,2022,3,24,1102067,3415,3,10,178,0,황학동
2022-03-24,2022,3,24,1102065,5628,3,10,159,0,신당5동
2022-03-24,2022,3,24,1102060,4100,3,10,112,0,을지로동
2022-03-24,2022,3,24,1102055,20472,3,10,834,0,명동
2022-03-25,2022,3,25,1102073,1216,4,10,60,0,동화동
2022-03-25,2022,3,25,1102068,4572,4,10,170,0,중림동
2022-03-25,2022,3,25,1102054,27990,4,10,978,0,회현동
2022-03-25,2022,3,25,1102059,12019,4,10,416,0,광희동
2022-03-25,2022,3,25,1102052,27590,4,10,755,0,소공동
2022-03-25,2022,3,25,1102058,2993,4,10,106,0,장충동
2022-03-25,2022,3,25,1102057,3537,4,10,112,0,필동
2022-03-25,2022,3,25,1102072,2512,4,10,92,0,청구동
2022-03-25,2022,3,25,1102071,3952,4,10,198,0,약수동
2022-03-25,2022,3,25,1102070,3739,4,10,208,0,다산동
2022-03-25,2022,3,25,1102069,4184,4,10,227,0,신당동
2022-03-25,2022,3,25,1102067,3601,4,10,180,0,황학동
2022-03-25,2022,3,25,1102065,5841,4,10,185,0,신당5동
2022-03-25,2022,3,25,1102060,4048,4,10,124,0,을지로동
2022-03-25,2022,3,25,1102055,19990,4,10,743,0,명동
2022-03-26,2022,3,26,1102073,807,5,10,44,1,동화동
2022-03-26,2022,3,26,1102068,2890,5,10,149,1,중림동
2022-03-26,2022,3,26,1102054,19483,5,10,765,1,회현동
2022-03-26,2022,3,26,1102059,8620,5,10,236,1,광희동
2022-03-26,2022,3,26,1102052,16860,5,10,486,1,소공동
2022-03-26,2022,3,26,1102058,2810,5,10,94,1,장충동
2022-03-26,2022,3,26,1102057,2169,5,10,98,1,필동
2022-03-26,2022,3,26,1102072,1653,5,10,80,1,청구동
2022-03-26,2022,3,26,1102071,2385,5,10,180,1,약수동
2022-03-26,2022,3,26,1102070,2353,5,10,156,1,다산동
2022-03-26,2022,3,26,1102069,2313,5,10,104,1,신당동
2022-03-26,2022,3,26,1102067,2586,5,10,123,1,황학동
2022-03-26,2022,3,26,1102065,4051,5,10,197,1,신당5동
2022-03-26,2022,3,26,1102060,2727,5,10,107,1,을지로동
2022-03-26,2022,3,26,1102055,12048,5,10,446,1,명동
2022-03-27,2022,3,27,1102073,642,6,10,50,1,동화동
2022-03-27,2022,3,27,1102068,2201,6,10,143,1,중림동
2022-03-27,2022,3,27,1102059,7016,6,10,238,1,광희동
2022-03-27,2022,3,27,1102054,15840,6,10,658,1,회현동
2022-03-27,2022,3,27,1102052,13350,6,10,361,1,소공동
2022-03-27,2022,3,27,1102058,3079,6,10,130,1,장충동
2022-03-27,2022,3,27,1102057,2006,6,10,108,1,필동
2022-03-27,2022,3,27,1102072,1314,6,10,63,1,청구동
2022-03-27,2022,3,27,1102071,1937,6,10,135,1,약수동
2022-03-27,2022,3,27,1102070,1755,6,10,115,1,다산동
2022-03-27,2022,3,27,1102069,1705,6,10,89,1,신당동
2022-03-27,2022,3,27,1102067,1991,6,10,102,1,황학동
2022-03-27,2022,3,27,1102065,3348,6,10,156,1,신당5동
2022-03-27,2022,3,27,1102060,1672,6,10,56,1,을지로동
2022-03-27,2022,3,27,1102055,10299,6,10,504,1,명동
2022-03-28,2022,3,28,1102073,1192,0,10,57,0,동화동
2022-03-28,2022,3,28,1102068,4548,0,10,174,0,중림동
2022-03-28,2022,3,28,1102059,11204,0,10,410,0,광희동
2022-03-28,2022,3,28,1102054,26805,0,10,1014,0,회현동
2022-03-28,2022,3,28,1102052,26724,0,10,713,0,소공동
2022-03-28,2022,3,28,1102065,5428,0,10,170,0,신당5동
2022-03-28,2022,3,28,1102060,3771,0,10,127,0,을지로동
2022-03-28,2022,3,28,1102067,3368,0,10,174,0,황학동
2022-03-28,2022,3,28,1102069,4190,0,10,219,0,신당동
2022-03-28,2022,3,28,1102071,3727,0,10,177,0,약수동
2022-03-28,2022,3,28,1102072,2415,0,10,83,0,청구동
2022-03-28,2022,3,28,1102070,3679,0,10,182,0,다산동
2022-03-28,2022,3,28,1102058,3058,0,10,115,0,장충동
2022-03-28,2022,3,28,1102057,3457,0,10,118,0,필동
2022-03-28,2022,3,28,1102055,19698,0,10,864,0,명동
2022-03-29,2022,3,29,1102072,2406,1,10,79,0,청구동
2022-03-29,2022,3,29,1102071,3790,1,10,210,0,약수동
2022-03-29,2022,3,29,1102070,3708,1,10,188,0,다산동
2022-03-29,2022,3,29,1102069,4242,1,10,247,0,신당동
2022-03-29,2022,3,29,1102067,3479,1,10,174,0,황학동
2022-03-29,2022,3,29,1102065,5671,1,10,181,0,신당5동
2022-03-29,2022,3,29,1102060,3957,1,10,130,0,을지로동
2022-03-29,2022,3,29,1102052,28379,1,10,715,0,소공동
2022-03-29,2022,3,29,1102058,3152,1,10,91,0,장충동
2022-03-29,2022,3,29,1102057,3604,1,10,133,0,필동
2022-03-29,2022,3,29,1102055,20384,1,10,889,0,명동
2022-03-29,2022,3,29,1102073,1199,1,10,66,0,동화동
2022-03-29,2022,3,29,1102068,4490,1,10,183,0,중림동
2022-03-29,2022,3,29,1102059,11639,1,10,418,0,광희동
2022-03-29,2022,3,29,1102054,27834,1,10,989,0,회현동
2022-03-30,2022,3,30,1102073,1155,2,10,65,0,동화동
2022-03-30,2022,3,30,1102068,4450,2,10,181,0,중림동
2022-03-30,2022,3,30,1102059,11177,2,10,405,0,광희동
2022-03-30,2022,3,30,1102054,26632,2,10,921,0,회현동
2022-03-30,2022,3,30,1102052,27292,2,10,701,0,소공동
2022-03-30,2022,3,30,1102058,2889,2,10,107,0,장충동
2022-03-30,2022,3,30,1102057,3317,2,10,116,0,필동
2022-03-30,2022,3,30,1102055,19931,2,10,837,0,명동
2022-03-30,2022,3,30,1102072,2325,2,10,80,0,청구동
2022-03-30,2022,3,30,1102071,3684,2,10,158,0,약수동
2022-03-30,2022,3,30,1102070,3657,2,10,207,0,다산동
2022-03-30,2022,3,30,1102069,4027,2,10,235,0,신당동
2022-03-30,2022,3,30,1102067,3369,2,10,182,0,황학동
2022-03-30,2022,3,30,1102065,5667,2,10,205,0,신당5동
2022-03-30,2022,3,30,1102060,3800,2,10,146,0,을지로동
2022-03-31,2022,3,31,1102073,1194,3,10,52,0,동화동
2022-03-31,2022,3,31,1102068,4515,3,10,173,0,중림동
2022-03-31,2022,3,31,1102059,11717,3,10,395,0,광희동
2022-03-31,2022,3,31,1102054,27985,3,10,972,0,회현동
2022-03-31,2022,3,31,1102052,28591,3,10,707,0,소공동
2022-03-31,2022,3,31,1102058,3033,3,10,128,0,장충동
2022-03-31,2022,3,31,1102057,3795,3,10,161,0,필동
2022-03-31,2022,3,31,1102055,20597,3,10,795,0,명동
2022-03-31,2022,3,31,1102072,2491,3,10,87,0,청구동
2022-03-31,2022,3,31,1102071,3734,3,10,180,0,약수동
2022-03-31,2022,3,31,1102070,3608,3,10,186,0,다산동
2022-03-31,2022,3,31,1102069,4173,3,10,212,0,신당동
2022-03-31,2022,3,31,1102065,5732,3,10,186,0,신당5동
